filename,centroid_lat,centroid_lon,area_ha,distance_to_road_km
task_grid_44.66_60.95.kml,44.66,60.95,3525.9,4.44
task_grid_45.76_61.35.kml,45.76,61.35,3521.7,4.7
task_grid_45.76_58.65.kml,45.76,58.65,3486.6,1.12
task_grid_44.06_58.05.kml,44.06,58.05,3440.6,8.64
task_grid_45.56_60.05.kml,45.56,60.05,3437.0,48.94
task_grid_44.46_58.95.kml,44.46,58.95,3408.1,1.16
task_grid_45.46_61.35.kml,45.46,61.35,3394.2,22.8
task_grid_45.46_60.45.kml,45.46,60.45,3376.8,72.1
task_grid_46.06_59.75.kml,46.06,59.75,3376.7,18.68
task_grid_43.96_61.25.kml,43.96,61.25,3365.1,10.88
task_grid_44.76_60.55.kml,44.76,60.55,3331.3,35.89
task_grid_43.96_61.85.kml,43.96,61.85,3318.1,35.32
task_grid_43.66_60.55.kml,43.66,60.55,3308.9,1.97
task_grid_43.96_61.95.kml,43.96,61.95,3304.0,38.23
task_grid_44.36_59.65.kml,44.36,59.65,3276.2,24.6
task_grid_46.46_58.75.kml,46.46,58.75,3227.4,13.34
task_grid_44.46_61.55.kml,44.46,61.55,3212.0,11.65
task_grid_43.96_61.75.kml,43.96,61.75,3196.3,34.08
task_grid_45.66_60.65.kml,45.66,60.65,3193.3,44.99
task_grid_45.16_60.35.kml,45.16,60.35,3184.7,75.51
task_grid_45.86_58.75.kml,45.86,58.75,3183.3,1.95
task_grid_45.26_60.45.kml,45.26,60.45,3154.7,81.57
task_grid_45.96_59.85.kml,45.96,59.85,3140.8,29.04
task_grid_44.06_60.65.kml,44.06,60.65,3127.3,6.8
task_grid_43.86_60.15.kml,43.86,60.15,3118.2,32.89
task_grid_44.26_61.85.kml,44.26,61.85,3099.7,42.27
task_grid_45.16_60.25.kml,45.16,60.25,3098.0,67.65
task_grid_45.56_59.45.kml,45.56,59.45,3071.5,25.99
task_grid_44.26_59.05.kml,44.26,59.05,3037.6,6.05
task_grid_45.96_58.75.kml,45.96,58.75,3034.5,0.17
task_grid_44.96_59.35.kml,44.96,59.35,3029.0,3.84
task_grid_45.66_59.65.kml,45.66,59.65,3017.1,18.48
task_grid_45.86_61.85.kml,45.86,61.85,3007.4,7.2
task_grid_44.36_60.45.kml,44.36,60.45,3003.7,32.98
task_grid_44.16_58.75.kml,44.16,58.75,2953.1,8.07
task_grid_45.36_58.75.kml,45.36,58.75,2935.2,13.46
task_grid_45.56_59.35.kml,45.56,59.35,2927.2,24.72
task_grid_43.76_59.75.kml,43.76,59.75,2922.4,16.72
task_grid_46.16_59.65.kml,46.16,59.65,2914.3,9.51
task_grid_45.86_58.65.kml,45.86,58.65,2907.3,0.81
task_grid_45.76_60.15.kml,45.76,60.15,2893.8,48.86
task_grid_45.86_61.65.kml,45.86,61.65,2890.0,2.73
task_grid_46.36_60.45.kml,46.36,60.45,2850.6,15.11
task_grid_44.06_61.95.kml,44.06,61.95,2797.2,48.4
task_grid_45.76_59.55.kml,45.76,59.55,2785.5,4.98
task_grid_44.36_59.45.kml,44.36,59.45,2781.9,18.76
task_grid_44.06_60.25.kml,44.06,60.25,2764.1,36.62
task_grid_45.66_59.55.kml,45.66,59.55,2747.7,15.82
task_grid_45.86_60.55.kml,45.86,60.55,2721.7,31.03
task_grid_45.16_61.15.kml,45.16,61.15,2701.4,45.7
task_grid_45.26_61.35.kml,45.26,61.35,2680.9,27.61
task_grid_45.66_60.45.kml,45.66,60.45,2666.7,54.01
task_grid_45.76_60.45.kml,45.76,60.45,2657.5,44.6
task_grid_45.66_59.25.kml,45.66,59.25,2623.7,15.57
task_grid_44.36_58.95.kml,44.36,58.95,2571.0,3.02
task_grid_45.86_61.55.kml,45.86,61.55,2555.2,2.03
task_grid_44.96_61.35.kml,44.96,61.35,2545.1,22.65
task_grid_44.86_61.35.kml,44.86,61.35,2509.3,11.63
task_grid_44.76_61.25.kml,44.76,61.25,2473.5,5.88
task_grid_44.16_61.95.kml,44.16,61.95,2468.5,53.35
task_grid_45.96_60.25.kml,45.96,60.25,2446.2,28.89
task_grid_45.46_61.45.kml,45.46,61.45,2443.3,16.69
task_grid_45.66_61.45.kml,45.66,61.45,2410.7,0.63
task_grid_45.16_59.45.kml,45.16,59.45,2371.9,4.9
task_grid_45.66_61.55.kml,45.66,61.55,2371.0,4.77
task_grid_44.56_60.45.kml,44.56,60.45,2361.9,39.46
task_grid_44.86_60.55.kml,44.86,60.55,2337.8,42.46
task_grid_44.56_59.55.kml,44.56,59.55,2337.6,41.75
task_grid_45.76_61.55.kml,45.76,61.55,2291.0,0.03
task_grid_45.66_59.15.kml,45.66,59.15,2228.9,20.52
task_grid_45.26_60.35.kml,45.26,60.35,2193.5,75.47
task_grid_45.26_59.45.kml,45.26,59.45,2162.2,5.4
task_grid_46.06_59.65.kml,46.06,59.65,2151.3,11.17
task_grid_44.06_61.25.kml,44.06,61.25,2150.3,9.85
task_grid_45.16_61.05.kml,45.16,61.05,2145.0,49.73
task_grid_44.16_60.15.kml,44.16,60.15,2141.7,37.71
task_grid_43.96_58.15.kml,43.96,58.15,2113.3,4.48
task_grid_45.76_60.35.kml,45.76,60.35,2082.6,49.54
task_grid_44.86_59.05.kml,44.86,59.05,2075.4,4.45
task_grid_44.06_61.15.kml,44.06,61.15,2049.3,1.85
task_grid_46.26_58.75.kml,46.26,58.75,2047.4,1.1
task_grid_44.16_59.95.kml,44.16,59.95,2035.8,21.94
task_grid_44.76_61.15.kml,44.76,61.15,2024.8,9.41
task_grid_44.36_59.85.kml,44.36,59.85,2008.5,30.25
task_grid_46.06_60.55.kml,46.06,60.55,2008.1,16.17
task_grid_44.46_58.85.kml,44.46,58.85,2007.1,6.7
task_grid_45.16_61.25.kml,45.16,61.25,1965.7,38.4
task_grid_45.06_60.95.kml,45.06,60.95,1960.0,44.79
task_grid_44.36_60.25.kml,44.36,60.25,1897.3,44.47
task_grid_44.26_59.15.kml,44.26,59.15,1860.6,4.18
task_grid_44.66_59.75.kml,44.66,59.75,1849.1,48.51
task_grid_46.06_59.45.kml,46.06,59.45,1847.5,0.32
task_grid_44.96_61.65.kml,44.96,61.65,1817.8,5.71
task_grid_45.16_61.35.kml,45.16,61.35,1775.2,31.32
task_grid_46.16_61.05.kml,46.16,61.05,1748.9,9.19
task_grid_45.96_59.15.kml,45.96,59.15,1740.1,4.4
task_grid_43.56_59.85.kml,43.56,59.85,1706.6,11.61
task_grid_45.46_58.75.kml,45.46,58.75,1691.8,16.89
task_grid_46.36_60.75.kml,46.36,60.75,1677.6,7.93
task_grid_45.56_60.55.kml,45.56,60.55,1674.3,58.53
task_grid_45.46_59.65.kml,45.46,59.65,1648.9,30.41
task_grid_44.46_60.05.kml,44.46,60.05,1647.9,48.2
task_grid_45.36_61.55.kml,45.36,61.55,1626.3,12.52
task_grid_45.46_60.35.kml,45.46,60.35,1612.9,74.72
task_grid_44.66_58.95.kml,44.66,58.95,1599.6,4.99
task_grid_45.76_61.75.kml,45.76,61.75,1599.2,3.78
task_grid_43.96_61.15.kml,43.96,61.15,1595.3,2.91
task_grid_44.56_61.55.kml,44.56,61.55,1583.2,2.52
task_grid_45.06_61.05.kml,45.06,61.05,1549.7,40.02
task_grid_44.46_60.45.kml,44.46,60.45,1525.4,42.22
task_grid_45.36_59.75.kml,45.36,59.75,1474.7,31.42
task_grid_46.36_60.65.kml,46.36,60.65,1473.6,11.67
task_grid_44.26_58.75.kml,44.26,58.75,1458.1,9.78
task_grid_43.66_60.75.kml,43.66,60.75,1449.8,2.77
task_grid_45.26_61.45.kml,45.26,61.45,1440.2,19.91
task_grid_44.86_59.15.kml,44.86,59.15,1437.6,12.3
task_grid_43.56_59.65.kml,43.56,59.65,1435.7,5.65
task_grid_45.36_61.45.kml,45.36,61.45,1401.5,20.23
task_grid_45.56_59.55.kml,45.56,59.55,1390.1,26.89
task_grid_45.76_61.45.kml,45.76,61.45,1383.1,0.51
task_grid_45.76_61.65.kml,45.76,61.65,1336.5,1.97
task_grid_44.46_59.65.kml,44.46,59.65,1330.0,33.84
task_grid_46.06_60.65.kml,46.06,60.65,1322.8,10.18
task_grid_45.56_60.45.kml,45.56,60.45,1307.0,63.69
task_grid_45.66_59.45.kml,45.66,59.45,1300.8,15.78
task_grid_43.76_60.25.kml,43.76,60.25,1259.1,20.81
task_grid_44.76_59.25.kml,44.76,59.25,1257.9,18.57
task_grid_44.56_59.85.kml,44.56,59.85,1252.0,51.15
task_grid_44.36_59.25.kml,44.36,59.25,1244.4,17.85
task_grid_43.56_61.25.kml,43.56,61.25,1241.3,8.19
task_grid_44.26_60.05.kml,44.26,60.05,1234.4,33.45
task_grid_46.06_60.45.kml,46.06,60.45,1232.4,17.77
task_grid_46.46_60.95.kml,46.46,60.95,1211.5,23.47
task_grid_45.46_59.85.kml,45.46,59.85,1210.6,43.69
task_grid_43.96_61.05.kml,43.96,61.05,1180.1,3.86
task_grid_45.36_60.35.kml,45.36,60.35,1177.0,76.72
task_grid_43.56_61.35.kml,43.56,61.35,1146.8,6.41
task_grid_46.06_60.95.kml,46.06,60.95,1107.7,0.46
task_grid_44.46_59.55.kml,44.46,59.55,1094.8,30.91
task_grid_45.46_59.75.kml,45.46,59.75,1084.9,37.01
task_grid_43.66_60.15.kml,43.66,60.15,1071.5,10.92
task_grid_46.06_59.55.kml,46.06,59.55,1069.7,3.59
task_grid_44.16_59.05.kml,44.16,59.05,1053.3,3.62
task_grid_44.66_59.85.kml,44.66,59.85,1051.4,53.82
task_grid_44.06_60.75.kml,44.06,60.75,1047.7,0.88
task_grid_43.66_61.35.kml,43.66,61.35,1037.9,1.33
task_grid_45.06_58.75.kml,45.06,58.75,975.5,11.17
task_grid_45.66_59.35.kml,45.66,59.35,958.9,13.6
task_grid_45.56_61.45.kml,45.56,61.45,956.9,11.57
task_grid_46.06_59.35.kml,46.06,59.35,934.1,1.08
task_grid_45.56_59.65.kml,45.56,59.65,915.7,28.54
task_grid_43.86_61.55.kml,43.86,61.55,914.0,24.49
task_grid_44.76_60.45.kml,44.76,60.45,900.1,42.96
task_grid_44.06_60.15.kml,44.06,60.15,883.5,37.73
task_grid_44.06_61.85.kml,44.06,61.85,877.4,46.12
task_grid_45.66_58.95.kml,45.66,58.95,867.8,23.41
task_grid_44.36_59.75.kml,44.36,59.75,821.2,27.67
task_grid_44.96_61.55.kml,44.96,61.55,810.3,12.55
task_grid_43.96_60.05.kml,43.96,60.05,791.7,32.83
task_grid_45.76_59.15.kml,45.76,59.15,791.1,14.63
task_grid_45.76_58.95.kml,45.76,58.95,756.9,14.54
task_grid_46.46_61.05.kml,46.46,61.05,744.8,26.36
task_grid_45.76_60.25.kml,45.76,60.25,739.0,51.11
task_grid_45.56_58.85.kml,45.56,58.85,736.8,19.75
task_grid_45.36_59.65.kml,45.36,59.65,723.6,24.52
task_grid_44.46_59.95.kml,44.46,59.95,690.0,43.81
task_grid_45.86_61.95.kml,45.86,61.95,679.1,4.22
task_grid_44.76_61.35.kml,44.76,61.35,659.0,1.91
task_grid_46.16_60.85.kml,46.16,60.85,658.5,7.45
task_grid_46.56_59.75.kml,46.56,59.75,657.8,0.0
task_grid_44.56_59.95.kml,44.56,59.95,646.9,53.78
task_grid_45.96_59.25.kml,45.96,59.25,645.3,3.17
task_grid_45.76_61.85.kml,45.76,61.85,642.1,1.89
task_grid_44.66_60.45.kml,44.66,60.45,631.0,39.72
task_grid_46.16_60.95.kml,46.16,60.95,626.8,8.37
task_grid_46.56_59.65.kml,46.56,59.65,624.0,7.28
task_grid_44.26_59.55.kml,44.26,59.55,604.0,11.01
task_grid_44.06_61.75.kml,44.06,61.75,596.8,45.19
task_grid_45.66_59.05.kml,45.66,59.05,558.1,26.84
task_grid_46.16_61.15.kml,46.16,61.15,557.2,2.67
task_grid_46.56_59.95.kml,46.56,59.95,544.7,2.71
task_grid_45.36_59.45.kml,45.36,59.45,528.8,11.21
task_grid_43.86_59.85.kml,43.86,59.85,527.5,28.34
task_grid_46.56_59.45.kml,46.56,59.45,516.6,15.32
task_grid_46.26_59.75.kml,46.26,59.75,513.5,5.48
task_grid_46.56_59.35.kml,46.56,59.35,505.3,14.2
task_grid_45.66_58.65.kml,45.66,58.65,503.9,3.59
task_grid_45.46_61.55.kml,45.46,61.55,482.8,12.34
task_grid_45.06_61.15.kml,45.06,61.15,481.5,36.36
task_grid_46.06_60.85.kml,46.06,60.85,479.1,2.86
task_grid_45.96_59.75.kml,45.96,59.75,478.8,21.65
task_grid_46.46_60.85.kml,46.46,60.85,476.1,19.9
task_grid_44.36_61.75.kml,44.36,61.75,457.5,28.96
task_grid_46.06_61.15.kml,46.06,61.15,447.1,3.11
task_grid_46.56_59.85.kml,46.56,59.85,432.4,2.21
task_grid_44.46_59.85.kml,44.46,59.85,424.5,40.52
task_grid_44.06_58.15.kml,44.06,58.15,413.4,5.63
task_grid_44.36_60.35.kml,44.36,60.35,404.2,38.32
task_grid_44.66_59.65.kml,44.66,59.65,402.5,43.99
task_grid_46.46_60.05.kml,46.46,60.05,395.9,8.92
task_grid_46.56_59.15.kml,46.56,59.15,394.0,2.07
task_grid_45.26_60.25.kml,45.26,60.25,383.5,67.63
task_grid_44.26_59.85.kml,44.26,59.85,378.5,20.87
task_grid_44.06_61.05.kml,44.06,61.05,358.7,0.9
task_grid_45.66_61.65.kml,45.66,61.65,357.6,0.63
task_grid_44.76_59.85.kml,44.76,59.85,353.9,46.67
task_grid_43.96_61.65.kml,43.96,61.65,351.3,34.72
task_grid_46.56_59.05.kml,46.56,59.05,337.3,2.04
task_grid_46.56_59.25.kml,46.56,59.25,331.8,9.41
task_grid_46.06_60.75.kml,46.06,60.75,330.3,3.99
task_grid_46.56_59.55.kml,46.56,59.55,327.9,11.85
task_grid_44.46_59.75.kml,44.46,59.75,326.6,38.24
task_grid_46.46_60.45.kml,46.46,60.45,319.3,26.1
task_grid_44.86_60.45.kml,44.86,60.45,317.5,48.58
task_grid_44.16_60.05.kml,44.16,60.05,316.8,29.79
task_grid_44.56_60.05.kml,44.56,60.05,316.5,57.41
task_grid_45.96_60.35.kml,45.96,60.35,310.6,29.15
task_grid_44.56_60.15.kml,44.56,60.15,309.0,61.86
task_grid_44.46_61.65.kml,44.46,61.65,287.7,16.18
task_grid_46.06_61.25.kml,46.06,61.25,274.1,0.52
task_grid_45.46_59.45.kml,45.46,59.45,262.3,20.08
task_grid_45.06_61.25.kml,45.06,61.25,259.3,34.17
task_grid_46.56_58.95.kml,46.56,58.95,258.2,0.0
task_grid_45.86_59.15.kml,45.86,59.15,257.5,13.3
task_grid_44.56_59.45.kml,44.56,59.45,254.0,34.61
task_grid_44.36_59.35.kml,44.36,59.35,248.0,20.42
task_grid_44.96_59.15.kml,44.96,59.15,245.6,4.87
task_grid_46.36_61.35.kml,46.36,61.35,243.7,3.75
task_grid_44.66_60.35.kml,44.66,60.35,233.5,47.56
task_grid_45.76_59.05.kml,45.76,59.05,232.0,21.04
task_grid_45.46_60.25.kml,45.46,60.25,232.0,68.12
task_grid_46.46_61.15.kml,46.46,61.15,222.5,22.55
task_grid_45.06_59.45.kml,45.06,59.45,219.5,6.09
task_grid_45.16_61.45.kml,45.16,61.45,215.1,24.46
task_grid_46.46_61.75.kml,46.46,61.75,213.2,12.53
task_grid_46.16_59.75.kml,46.16,59.75,196.4,12.71
task_grid_45.86_59.05.kml,45.86,59.05,191.0,15.68
task_grid_46.36_61.85.kml,46.36,61.85,186.6,11.01
task_grid_46.06_61.05.kml,46.06,61.05,186.3,2.6
task_grid_45.96_61.05.kml,45.96,61.05,184.6,1.99
task_grid_46.36_61.55.kml,46.36,61.55,177.8,9.78
task_grid_46.56_58.85.kml,46.56,58.85,174.1,1.48
task_grid_46.46_61.55.kml,46.46,61.55,172.8,15.19
task_grid_44.86_61.45.kml,44.86,61.45,171.1,12.16
task_grid_44.16_59.85.kml,44.16,59.85,168.0,14.25
task_grid_45.96_60.75.kml,45.96,60.75,165.9,14.18
task_grid_46.26_60.85.kml,46.26,60.85,160.2,7.05
task_grid_44.46_59.45.kml,44.46,59.45,152.5,29.88
task_grid_45.96_60.45.kml,45.96,60.45,150.3,28.89
task_grid_45.26_61.55.kml,45.26,61.55,145.4,12.38
task_grid_44.16_59.65.kml,44.16,59.65,144.6,5.58
task_grid_46.46_61.85.kml,46.46,61.85,138.7,17.24
task_grid_45.16_58.75.kml,45.16,58.75,136.6,2.58
task_grid_45.06_61.35.kml,45.06,61.35,130.6,31.62
task_grid_46.56_60.85.kml,46.56,60.85,121.3,30.66
task_grid_44.86_59.85.kml,44.86,59.85,115.7,41.3
task_grid_46.56_60.45.kml,46.56,60.45,111.1,21.3
task_grid_44.16_59.75.kml,44.16,59.75,107.6,7.28
task_grid_44.26_59.45.kml,44.26,59.45,101.7,7.64
task_grid_45.26_59.95.kml,45.26,59.95,101.1,44.17
task_grid_44.36_58.75.kml,44.36,58.75,100.7,12.76
task_grid_44.86_59.35.kml,44.86,59.35,97.7,14.79
task_grid_44.36_61.85.kml,44.36,61.85,94.0,31.64
task_grid_43.56_59.55.kml,43.56,59.55,93.8,4.35
task_grid_44.46_59.35.kml,44.46,59.35,90.0,30.26
task_grid_45.06_61.45.kml,45.06,61.45,89.1,24.46
task_grid_45.16_59.95.kml,45.16,59.95,87.5,44.07
task_grid_44.46_60.15.kml,44.46,60.15,86.0,53.43
task_grid_45.96_60.85.kml,45.96,60.85,82.4,13.26
task_grid_46.26_61.15.kml,46.26,61.15,81.9,7.88
task_grid_44.96_61.95.kml,44.96,61.95,81.5,4.87
task_grid_46.56_61.05.kml,46.56,61.05,80.2,35.58
task_grid_46.56_60.95.kml,46.56,60.95,77.3,33.08
task_grid_44.76_61.45.kml,44.76,61.45,76.0,6.54
task_grid_44.96_61.45.kml,44.96,61.45,74.7,19.63
task_grid_45.86_58.95.kml,45.86,58.95,74.6,11.04
task_grid_46.16_61.35.kml,46.16,61.35,74.4,0.78
task_grid_46.36_60.55.kml,46.36,60.55,72.1,14.82
task_grid_45.56_61.55.kml,45.56,61.55,69.6,3.84
task_grid_44.76_60.35.kml,44.76,60.35,68.9,50.29
task_grid_45.96_59.45.kml,45.96,59.45,68.9,0.69
task_grid_45.96_61.25.kml,45.96,61.25,66.2,2.4
task_grid_46.26_61.25.kml,46.26,61.25,66.0,0.83
task_grid_44.56_60.35.kml,44.56,60.35,66.0,47.36
task_grid_46.46_61.65.kml,46.46,61.65,63.2,11.61
task_grid_45.96_59.55.kml,45.96,59.55,62.8,7.4
task_grid_45.36_61.75.kml,45.36,61.75,61.1,2.92
task_grid_44.46_60.35.kml,44.46,60.35,60.6,46.65
task_grid_43.56_59.75.kml,43.56,59.75,60.5,12.54
task_grid_45.96_59.35.kml,45.96,59.35,60.0,6.72
task_grid_44.96_59.05.kml,44.96,59.05,57.7,2.16
task_grid_45.16_61.55.kml,45.16,61.55,55.8,17.04
task_grid_45.46_59.55.kml,45.46,59.55,55.6,24.55
task_grid_46.46_61.25.kml,46.46,61.25,52.6,16.84
task_grid_46.16_61.25.kml,46.16,61.25,52.6,0.71
task_grid_45.46_59.95.kml,45.46,59.95,52.6,50.4
task_grid_44.96_60.25.kml,44.96,60.25,51.8,67.9
task_grid_45.96_59.65.kml,45.96,59.65,51.4,14.26
task_grid_46.46_61.35.kml,46.46,61.35,44.9,13.07
task_grid_45.86_58.85.kml,45.86,58.85,44.4,3.48
task_grid_44.46_60.25.kml,44.46,60.25,44.3,51.81
task_grid_44.26_59.25.kml,44.26,59.25,43.3,10.49
task_grid_44.76_59.75.kml,44.76,59.75,37.5,40.43
task_grid_46.46_61.45.kml,46.46,61.45,36.9,13.28
task_grid_45.96_60.95.kml,45.96,60.95,36.6,5.61
task_grid_45.96_60.65.kml,45.96,60.65,35.9,17.48
task_grid_44.66_61.55.kml,44.66,61.55,35.4,4.35
task_grid_44.16_59.55.kml,44.16,59.55,34.8,6.19
task_grid_45.06_60.15.kml,45.06,60.15,34.2,60.73
task_grid_46.26_61.55.kml,46.26,61.55,31.8,5.17
task_grid_44.86_60.25.kml,44.86,60.25,31.2,62.05
task_grid_45.96_61.35.kml,45.96,61.35,30.5,2.36
task_grid_45.46_61.75.kml,45.46,61.75,29.6,1.2
task_grid_43.66_59.75.kml,43.66,59.75,28.6,13.63
task_grid_44.46_61.75.kml,44.46,61.75,27.0,18.87
task_grid_45.96_61.15.kml,45.96,61.15,26.9,5.7
task_grid_44.26_59.35.kml,44.26,59.35,26.5,11.11
task_grid_46.36_61.45.kml,46.36,61.45,25.0,4.46
task_grid_45.26_61.65.kml,45.26,61.65,24.9,5.28
task_grid_43.86_61.65.kml,43.86,61.65,24.1,23.92
task_grid_44.56_61.65.kml,44.56,61.65,23.9,5.36
task_grid_45.06_59.95.kml,45.06,59.95,23.9,45.2
task_grid_45.26_59.55.kml,45.26,59.55,23.9,12.98
task_grid_46.36_61.65.kml,46.36,61.65,23.8,2.38
task_grid_46.56_58.75.kml,46.56,58.75,23.4,8.8
task_grid_44.26_61.95.kml,44.26,61.95,23.2,42.26
task_grid_45.96_61.95.kml,45.96,61.95,22.4,0.98
task_grid_44.76_58.95.kml,44.76,58.95,20.2,0.03
task_grid_44.36_60.15.kml,44.36,60.15,19.5,46.15
task_grid_45.26_61.75.kml,45.26,61.75,19.2,0.01
task_grid_43.86_61.95.kml,43.86,61.95,19.2,27.15
task_grid_46.36_61.25.kml,46.36,61.25,17.7,9.36
task_grid_45.36_60.25.kml,45.36,60.25,16.4,69.01
task_grid_45.46_61.65.kml,45.46,61.65,16.1,6.54
task_grid_45.96_60.55.kml,45.96,60.55,15.4,23.01
task_grid_44.76_59.95.kml,44.76,59.95,15.3,53.34
task_grid_46.06_61.35.kml,46.06,61.35,14.9,1.7
task_grid_46.26_61.45.kml,46.26,61.45,13.7,0.47
task_grid_46.36_61.75.kml,46.36,61.75,13.5,5.3
task_grid_46.36_61.95.kml,46.36,61.95,13.0,8.51
task_grid_46.16_61.55.kml,46.16,61.55,11.8,0.82
task_grid_44.76_60.15.kml,44.76,60.15,11.3,65.37
task_grid_44.26_60.15.kml,44.26,60.15,10.8,40.65
task_grid_44.16_59.15.kml,44.16,59.15,10.8,3.07
task_grid_45.06_59.55.kml,45.06,59.55,10.7,13.94
task_grid_45.16_61.65.kml,45.16,61.65,9.9,9.19
task_grid_44.76_61.65.kml,44.76,61.65,9.9,2.57
task_grid_44.76_60.05.kml,44.76,60.05,9.8,60.32
task_grid_44.66_61.65.kml,44.66,61.65,8.6,0.23
task_grid_45.06_60.05.kml,45.06,60.05,8.5,52.96
task_grid_44.26_59.75.kml,44.26,59.75,8.1,16.91
task_grid_44.56_61.75.kml,44.56,61.75,7.6,10.94
task_grid_44.76_61.55.kml,44.76,61.55,7.2,0.58
task_grid_46.26_61.95.kml,46.26,61.95,6.9,0.68
task_grid_46.56_61.15.kml,46.56,61.15,6.4,30.29
task_grid_46.06_61.45.kml,46.06,61.45,5.9,1.83
task_grid_45.06_61.55.kml,45.06,61.55,5.8,17.87
task_grid_45.66_61.75.kml,45.66,61.75,5.8,0.43
task_grid_45.96_58.25.kml,45.96,58.25,5.8,2.54
task_grid_44.56_59.35.kml,44.56,59.35,5.4,26.74
task_grid_46.26_61.35.kml,46.26,61.35,5.3,0.65
task_grid_45.46_60.05.kml,45.46,60.05,5.1,55.84
task_grid_44.26_59.65.kml,44.26,59.65,5.0,16.25
