filename,centroid_lat,centroid_lon,area_ha
task_grid_45.96_60.25.kml,45.96,60.25,2446.2
task_grid_45.46_61.45.kml,45.46,61.45,2443.3
task_grid_45.66_61.45.kml,45.66,61.45,2410.7
task_grid_45.16_59.45.kml,45.16,59.45,2371.9
task_grid_45.66_61.55.kml,45.66,61.55,2371.0
task_grid_44.56_60.45.kml,44.56,60.45,2361.9
task_grid_44.86_60.55.kml,44.86,60.55,2337.8
task_grid_44.56_59.55.kml,44.56,59.55,2337.6
task_grid_45.76_61.55.kml,45.76,61.55,2291.0
task_grid_45.66_59.15.kml,45.66,59.15,2228.9
task_grid_45.26_60.35.kml,45.26,60.35,2193.5
task_grid_45.26_59.45.kml,45.26,59.45,2162.2
task_grid_46.06_59.65.kml,46.06,59.65,2151.3
task_grid_44.06_61.25.kml,44.06,61.25,2150.3
task_grid_45.16_61.05.kml,45.16,61.05,2145.0
task_grid_44.16_60.15.kml,44.16,60.15,2141.7
task_grid_43.96_58.15.kml,43.96,58.15,2113.3
task_grid_45.76_60.35.kml,45.76,60.35,2082.6
task_grid_44.86_59.05.kml,44.86,59.05,2075.4
task_grid_44.06_61.15.kml,44.06,61.15,2049.3
task_grid_46.26_58.75.kml,46.26,58.75,2047.4
task_grid_44.16_59.95.kml,44.16,59.95,2035.8
task_grid_44.76_61.15.kml,44.76,61.15,2024.8
task_grid_44.36_59.85.kml,44.36,59.85,2008.5
task_grid_46.06_60.55.kml,46.06,60.55,2008.1
task_grid_44.46_58.85.kml,44.46,58.85,2007.1
task_grid_45.16_61.25.kml,45.16,61.25,1965.7
task_grid_45.06_60.95.kml,45.06,60.95,1960.0
task_grid_44.36_60.25.kml,44.36,60.25,1897.3
task_grid_44.26_59.15.kml,44.26,59.15,1860.6
task_grid_44.66_59.75.kml,44.66,59.75,1849.1
task_grid_46.06_59.45.kml,46.06,59.45,1847.5
task_grid_44.96_61.65.kml,44.96,61.65,1817.8
task_grid_45.16_61.35.kml,45.16,61.35,1775.2
task_grid_46.16_61.05.kml,46.16,61.05,1748.9
task_grid_45.96_59.15.kml,45.96,59.15,1740.1
task_grid_43.56_59.85.kml,43.56,59.85,1706.6
task_grid_45.46_58.75.kml,45.46,58.75,1691.8
task_grid_46.36_60.75.kml,46.36,60.75,1677.6
task_grid_45.56_60.55.kml,45.56,60.55,1674.3
task_grid_45.46_59.65.kml,45.46,59.65,1648.9
task_grid_44.46_60.05.kml,44.46,60.05,1647.9
task_grid_45.36_61.55.kml,45.36,61.55,1626.3
task_grid_45.46_60.35.kml,45.46,60.35,1612.9
task_grid_44.66_58.95.kml,44.66,58.95,1599.6
task_grid_45.76_61.75.kml,45.76,61.75,1599.2
task_grid_43.96_61.15.kml,43.96,61.15,1595.3
task_grid_44.56_61.55.kml,44.56,61.55,1583.2
task_grid_45.06_61.05.kml,45.06,61.05,1549.7
task_grid_44.46_60.45.kml,44.46,60.45,1525.4
task_grid_45.36_59.75.kml,45.36,59.75,1474.7
task_grid_46.36_60.65.kml,46.36,60.65,1473.6
task_grid_44.26_58.75.kml,44.26,58.75,1458.1
task_grid_43.66_60.75.kml,43.66,60.75,1449.8
task_grid_45.26_61.45.kml,45.26,61.45,1440.2
task_grid_44.86_59.15.kml,44.86,59.15,1437.6
task_grid_43.56_59.65.kml,43.56,59.65,1435.7
task_grid_45.36_61.45.kml,45.36,61.45,1401.5
task_grid_45.56_59.55.kml,45.56,59.55,1390.1
task_grid_45.76_61.45.kml,45.76,61.45,1383.1
task_grid_45.76_61.65.kml,45.76,61.65,1336.5
task_grid_44.46_59.65.kml,44.46,59.65,1330.0
task_grid_46.06_60.65.kml,46.06,60.65,1322.8
task_grid_45.56_60.45.kml,45.56,60.45,1307.0
task_grid_45.66_59.45.kml,45.66,59.45,1300.8
task_grid_43.76_60.25.kml,43.76,60.25,1259.1
task_grid_44.76_59.25.kml,44.76,59.25,1257.9
task_grid_44.56_59.85.kml,44.56,59.85,1252.0
task_grid_44.36_59.25.kml,44.36,59.25,1244.4
task_grid_43.56_61.25.kml,43.56,61.25,1241.3
task_grid_44.26_60.05.kml,44.26,60.05,1234.4
task_grid_46.06_60.45.kml,46.06,60.45,1232.4
task_grid_46.46_60.95.kml,46.46,60.95,1211.5
task_grid_45.46_59.85.kml,45.46,59.85,1210.6
task_grid_43.96_61.05.kml,43.96,61.05,1180.1
task_grid_45.36_60.35.kml,45.36,60.35,1177.0
task_grid_43.56_61.35.kml,43.56,61.35,1146.8
task_grid_46.06_60.95.kml,46.06,60.95,1107.7
task_grid_44.46_59.55.kml,44.46,59.55,1094.8
task_grid_45.46_59.75.kml,45.46,59.75,1084.9
task_grid_43.66_60.15.kml,43.66,60.15,1071.5
task_grid_46.06_59.55.kml,46.06,59.55,1069.7
task_grid_44.16_59.05.kml,44.16,59.05,1053.3
task_grid_44.66_59.85.kml,44.66,59.85,1051.4
task_grid_44.06_60.75.kml,44.06,60.75,1047.7
task_grid_43.66_61.35.kml,43.66,61.35,1037.9
task_grid_45.06_58.75.kml,45.06,58.75,975.5
task_grid_45.66_59.35.kml,45.66,59.35,958.9
task_grid_45.56_61.45.kml,45.56,61.45,956.9
task_grid_46.06_59.35.kml,46.06,59.35,934.1
task_grid_45.56_59.65.kml,45.56,59.65,915.7
task_grid_43.86_61.55.kml,43.86,61.55,914.0
task_grid_44.76_60.45.kml,44.76,60.45,900.1
task_grid_44.06_60.15.kml,44.06,60.15,883.5
task_grid_44.06_61.85.kml,44.06,61.85,877.4
task_grid_45.66_58.95.kml,45.66,58.95,867.8
task_grid_44.36_59.75.kml,44.36,59.75,821.2
task_grid_44.96_61.55.kml,44.96,61.55,810.3
task_grid_43.96_60.05.kml,43.96,60.05,791.7
task_grid_45.76_59.15.kml,45.76,59.15,791.1
task_grid_45.76_58.95.kml,45.76,58.95,756.9
task_grid_46.46_61.05.kml,46.46,61.05,744.8
task_grid_45.76_60.25.kml,45.76,60.25,739.0
task_grid_45.56_58.85.kml,45.56,58.85,736.8
task_grid_45.36_59.65.kml,45.36,59.65,723.6
task_grid_44.46_59.95.kml,44.46,59.95,690.0
task_grid_45.86_61.95.kml,45.86,61.95,679.1
task_grid_44.76_61.35.kml,44.76,61.35,659.0
task_grid_46.16_60.85.kml,46.16,60.85,658.5
task_grid_46.56_59.75.kml,46.56,59.75,657.8
task_grid_44.56_59.95.kml,44.56,59.95,646.9
task_grid_45.96_59.25.kml,45.96,59.25,645.3
task_grid_45.76_61.85.kml,45.76,61.85,642.1
task_grid_44.66_60.45.kml,44.66,60.45,631.0
task_grid_46.16_60.95.kml,46.16,60.95,626.8
task_grid_46.56_59.65.kml,46.56,59.65,624.0
task_grid_44.26_59.55.kml,44.26,59.55,604.0
task_grid_44.06_61.75.kml,44.06,61.75,596.8
task_grid_45.66_59.05.kml,45.66,59.05,558.1
task_grid_46.16_61.15.kml,46.16,61.15,557.2
task_grid_46.56_59.95.kml,46.56,59.95,544.7
task_grid_45.36_59.45.kml,45.36,59.45,528.8
task_grid_43.86_59.85.kml,43.86,59.85,527.5
task_grid_46.56_59.45.kml,46.56,59.45,516.6
task_grid_46.26_59.75.kml,46.26,59.75,513.5
task_grid_46.56_59.35.kml,46.56,59.35,505.3
task_grid_45.66_58.65.kml,45.66,58.65,503.9
task_grid_45.46_61.55.kml,45.46,61.55,482.8
task_grid_45.06_61.15.kml,45.06,61.15,481.5
task_grid_46.06_60.85.kml,46.06,60.85,479.1
task_grid_45.96_59.75.kml,45.96,59.75,478.8
task_grid_46.46_60.85.kml,46.46,60.85,476.1
task_grid_44.36_61.75.kml,44.36,61.75,457.5
task_grid_46.06_61.15.kml,46.06,61.15,447.1
task_grid_46.56_59.85.kml,46.56,59.85,432.4
task_grid_44.46_59.85.kml,44.46,59.85,424.5
task_grid_44.06_58.15.kml,44.06,58.15,413.4
task_grid_44.36_60.35.kml,44.36,60.35,404.2
task_grid_44.66_59.65.kml,44.66,59.65,402.5
task_grid_46.46_60.05.kml,46.46,60.05,395.9
task_grid_46.56_59.15.kml,46.56,59.15,394.0
task_grid_45.26_60.25.kml,45.26,60.25,383.5
task_grid_44.26_59.85.kml,44.26,59.85,378.5
task_grid_44.06_61.05.kml,44.06,61.05,358.7
task_grid_45.66_61.65.kml,45.66,61.65,357.6
task_grid_44.76_59.85.kml,44.76,59.85,353.9
task_grid_43.96_61.65.kml,43.96,61.65,351.3
task_grid_46.56_59.05.kml,46.56,59.05,337.3
task_grid_46.56_59.25.kml,46.56,59.25,331.8
task_grid_46.06_60.75.kml,46.06,60.75,330.3
task_grid_46.56_59.55.kml,46.56,59.55,327.9
task_grid_44.46_59.75.kml,44.46,59.75,326.6
task_grid_46.46_60.45.kml,46.46,60.45,319.3
task_grid_44.86_60.45.kml,44.86,60.45,317.5
task_grid_44.16_60.05.kml,44.16,60.05,316.8
task_grid_44.56_60.05.kml,44.56,60.05,316.5
task_grid_45.96_60.35.kml,45.96,60.35,310.6
task_grid_44.56_60.15.kml,44.56,60.15,309.0
task_grid_44.46_61.65.kml,44.46,61.65,287.7
task_grid_46.06_61.25.kml,46.06,61.25,274.1
task_grid_45.46_59.45.kml,45.46,59.45,262.3
task_grid_45.06_61.25.kml,45.06,61.25,259.3
task_grid_46.56_58.95.kml,46.56,58.95,258.2
task_grid_45.86_59.15.kml,45.86,59.15,257.5
task_grid_44.56_59.45.kml,44.56,59.45,254.0
task_grid_44.36_59.35.kml,44.36,59.35,248.0
task_grid_44.96_59.15.kml,44.96,59.15,245.6
task_grid_46.36_61.35.kml,46.36,61.35,243.7
task_grid_44.66_60.35.kml,44.66,60.35,233.5
task_grid_45.76_59.05.kml,45.76,59.05,232.0
task_grid_45.46_60.25.kml,45.46,60.25,232.0
task_grid_46.46_61.15.kml,46.46,61.15,222.5
task_grid_45.06_59.45.kml,45.06,59.45,219.5
task_grid_45.16_61.45.kml,45.16,61.45,215.1
task_grid_46.46_61.75.kml,46.46,61.75,213.2
task_grid_46.16_59.75.kml,46.16,59.75,196.4
task_grid_45.86_59.05.kml,45.86,59.05,191.0
task_grid_46.36_61.85.kml,46.36,61.85,186.6
task_grid_46.06_61.05.kml,46.06,61.05,186.3
task_grid_45.96_61.05.kml,45.96,61.05,184.6
task_grid_46.36_61.55.kml,46.36,61.55,177.8
task_grid_46.56_58.85.kml,46.56,58.85,174.1
task_grid_46.46_61.55.kml,46.46,61.55,172.8
task_grid_44.86_61.45.kml,44.86,61.45,171.1
task_grid_44.16_59.85.kml,44.16,59.85,168.0
task_grid_45.96_60.75.kml,45.96,60.75,165.9
task_grid_46.26_60.85.kml,46.26,60.85,160.2
task_grid_44.46_59.45.kml,44.46,59.45,152.5
task_grid_45.96_60.45.kml,45.96,60.45,150.3
task_grid_45.26_61.55.kml,45.26,61.55,145.4
task_grid_44.16_59.65.kml,44.16,59.65,144.6
task_grid_46.46_61.85.kml,46.46,61.85,138.7
task_grid_45.16_58.75.kml,45.16,58.75,136.6
task_grid_45.06_61.35.kml,45.06,61.35,130.6
task_grid_46.56_60.85.kml,46.56,60.85,121.3
task_grid_44.86_59.85.kml,44.86,59.85,115.7
task_grid_46.56_60.45.kml,46.56,60.45,111.1
task_grid_44.16_59.75.kml,44.16,59.75,107.6
task_grid_44.26_59.45.kml,44.26,59.45,101.7
task_grid_45.26_59.95.kml,45.26,59.95,101.1
task_grid_44.36_58.75.kml,44.36,58.75,100.7
task_grid_44.86_59.35.kml,44.86,59.35,97.7
task_grid_44.36_61.85.kml,44.36,61.85,94.0
task_grid_43.56_59.55.kml,43.56,59.55,93.8
task_grid_44.46_59.35.kml,44.46,59.35,90.0
task_grid_45.06_61.45.kml,45.06,61.45,89.1
task_grid_45.16_59.95.kml,45.16,59.95,87.5
task_grid_44.46_60.15.kml,44.46,60.15,86.0
task_grid_45.96_60.85.kml,45.96,60.85,82.4
task_grid_46.26_61.15.kml,46.26,61.15,81.9
task_grid_44.96_61.95.kml,44.96,61.95,81.5
task_grid_46.56_61.05.kml,46.56,61.05,80.2
task_grid_46.56_60.95.kml,46.56,60.95,77.3
task_grid_44.76_61.45.kml,44.76,61.45,76.0
task_grid_44.96_61.45.kml,44.96,61.45,74.7
task_grid_45.86_58.95.kml,45.86,58.95,74.6
task_grid_46.16_61.35.kml,46.16,61.35,74.4
task_grid_46.36_60.55.kml,46.36,60.55,72.1
task_grid_45.56_61.55.kml,45.56,61.55,69.6
task_grid_44.76_60.35.kml,44.76,60.35,68.9
task_grid_45.96_59.45.kml,45.96,59.45,68.9
task_grid_45.96_61.25.kml,45.96,61.25,66.2
task_grid_46.26_61.25.kml,46.26,61.25,66.0
task_grid_44.56_60.35.kml,44.56,60.35,66.0
task_grid_46.46_61.65.kml,46.46,61.65,63.2
task_grid_45.96_59.55.kml,45.96,59.55,62.8
task_grid_45.36_61.75.kml,45.36,61.75,61.1
task_grid_44.46_60.35.kml,44.46,60.35,60.6
task_grid_43.56_59.75.kml,43.56,59.75,60.5
task_grid_45.96_59.35.kml,45.96,59.35,60.0
task_grid_44.96_59.05.kml,44.96,59.05,57.7
task_grid_45.16_61.55.kml,45.16,61.55,55.8
task_grid_45.46_59.55.kml,45.46,59.55,55.6
task_grid_46.46_61.25.kml,46.46,61.25,52.6
task_grid_46.16_61.25.kml,46.16,61.25,52.6
task_grid_45.46_59.95.kml,45.46,59.95,52.6
task_grid_44.96_60.25.kml,44.96,60.25,51.8
task_grid_45.96_59.65.kml,45.96,59.65,51.4
task_grid_46.46_61.35.kml,46.46,61.35,44.9
task_grid_45.86_58.85.kml,45.86,58.85,44.4
task_grid_44.46_60.25.kml,44.46,60.25,44.3
task_grid_44.26_59.25.kml,44.26,59.25,43.3
task_grid_44.76_59.75.kml,44.76,59.75,37.5
task_grid_46.46_61.45.kml,46.46,61.45,36.9
task_grid_45.96_60.95.kml,45.96,60.95,36.6
task_grid_45.96_60.65.kml,45.96,60.65,35.9
task_grid_44.66_61.55.kml,44.66,61.55,35.4
task_grid_44.16_59.55.kml,44.16,59.55,34.8
task_grid_45.06_60.15.kml,45.06,60.15,34.2
task_grid_46.26_61.55.kml,46.26,61.55,31.8
task_grid_44.86_60.25.kml,44.86,60.25,31.2
task_grid_45.96_61.35.kml,45.96,61.35,30.5
task_grid_45.46_61.75.kml,45.46,61.75,29.6
task_grid_43.66_59.75.kml,43.66,59.75,28.6
task_grid_44.46_61.75.kml,44.46,61.75,27.0
task_grid_45.96_61.15.kml,45.96,61.15,26.9
task_grid_44.26_59.35.kml,44.26,59.35,26.5
task_grid_46.36_61.45.kml,46.36,61.45,25.0
task_grid_45.26_61.65.kml,45.26,61.65,24.9
task_grid_43.86_61.65.kml,43.86,61.65,24.1
task_grid_44.56_61.65.kml,44.56,61.65,23.9
task_grid_45.06_59.95.kml,45.06,59.95,23.9
task_grid_45.26_59.55.kml,45.26,59.55,23.9
task_grid_46.36_61.65.kml,46.36,61.65,23.8
task_grid_46.56_58.75.kml,46.56,58.75,23.4
task_grid_44.26_61.95.kml,44.26,61.95,23.2
task_grid_45.96_61.95.kml,45.96,61.95,22.4
task_grid_44.76_58.95.kml,44.76,58.95,20.2
task_grid_44.36_60.15.kml,44.36,60.15,19.5
task_grid_45.26_61.75.kml,45.26,61.75,19.2
task_grid_43.86_61.95.kml,43.86,61.95,19.2
task_grid_46.36_61.25.kml,46.36,61.25,17.7
task_grid_45.36_60.25.kml,45.36,60.25,16.4
task_grid_45.46_61.65.kml,45.46,61.65,16.1
task_grid_45.96_60.55.kml,45.96,60.55,15.4
task_grid_44.76_59.95.kml,44.76,59.95,15.3
task_grid_46.06_61.35.kml,46.06,61.35,14.9
task_grid_46.26_61.45.kml,46.26,61.45,13.7
task_grid_46.36_61.75.kml,46.36,61.75,13.5
task_grid_46.36_61.95.kml,46.36,61.95,13.0
task_grid_46.16_61.55.kml,46.16,61.55,11.8
task_grid_44.76_60.15.kml,44.76,60.15,11.3
task_grid_44.26_60.15.kml,44.26,60.15,10.8
task_grid_44.16_59.15.kml,44.16,59.15,10.8
task_grid_45.06_59.55.kml,45.06,59.55,10.7
task_grid_45.16_61.65.kml,45.16,61.65,9.9
task_grid_44.76_61.65.kml,44.76,61.65,9.9
task_grid_44.76_60.05.kml,44.76,60.05,9.8
task_grid_44.66_61.65.kml,44.66,61.65,8.6
task_grid_45.06_60.05.kml,45.06,60.05,8.5
task_grid_44.26_59.75.kml,44.26,59.75,8.1
task_grid_44.56_61.75.kml,44.56,61.75,7.6
task_grid_44.76_61.55.kml,44.76,61.55,7.2
task_grid_46.26_61.95.kml,46.26,61.95,6.9
task_grid_46.56_61.15.kml,46.56,61.15,6.4
task_grid_46.06_61.45.kml,46.06,61.45,5.9
task_grid_45.06_61.55.kml,45.06,61.55,5.8
task_grid_45.66_61.75.kml,45.66,61.75,5.8
task_grid_45.96_58.25.kml,45.96,58.25,5.8
task_grid_44.56_59.35.kml,44.56,59.35,5.4
task_grid_46.26_61.35.kml,46.26,61.35,5.3
task_grid_45.46_60.05.kml,45.46,60.05,5.1
task_grid_44.26_59.65.kml,44.26,59.65,5.0
