pit_id,depth_top_cm,depth_bottom_cm,humus_pct,n_total_pct,c_n_ratio,co2_pct,caco3_pct,caso4_pct,exch_ca,exch_mg,exch_na,exch_k,exch_sum,p2o5_mobile,k2o_mobile,n_hydrolyzable,ph_water,src_year,salt_sum_salts_pct,salt_alk_hco3_pct,salt_alk_co3_pct,salt_cl_pct,salt_so4_pct,salt_ca_pct,salt_mg_pct,salt_na_pct,salt_k_pct,sand_1_0p25,sand_0p25_0p05,silt_0p05_0p01,silt_0p01_0p005,silt_0p005_0p001,clay_lt0p001,physical_clay_lt0p01,hygroscopic_water_pct,sand_pct,silt_pct,clay_pct,lat_dd,lon_dd,elevation_m,in_aoi,has_coordinates,coord_provenance,georeferenced
12/13,22.0,32.0,0.21,0.014,8.7,1.0,2.3,,3.5,2.25,4.34,0.09,10.2,6.0,160.0,19.6,9.3,2013,,,,,,,,,,,,,,,,,,,,,46.15247222222222,61.62083333333334,79.0,True,True,surveyed,True
12/13,37.0,47.0,,0.014,,1.0,2.3,,4.5,2.25,3.1,0.08,9.9,6.0,80.0,19.6,9.0,2013,,,,,,,,,,,,,,,,,,,,,46.15247222222222,61.62083333333334,79.0,True,True,surveyed,True
12/13,52.0,62.0,,,,1.6,3.6,3.3,,,,,,,,,8.4,2013,,,,,,,,,,,,,,,,,,,,,46.15247222222222,61.62083333333334,79.0,True,True,surveyed,True
12/13,70.0,80.0,,,,1.4,3.1,0.1,,,,,,,,,8.8,2013,,,,,,,,,,,,,,,,,,,,,46.15247222222222,61.62083333333334,79.0,True,True,surveyed,True
12/14,0.0,5.0,1.23,0.056,12.7,5.9,13.3,,9.25,3.5,0.71,0.4,13.9,66.0,440.0,39.2,,2014,0.311,0.02,,0.059,0.132,0.048,0.009,0.028,0.015,2.42,62.55,10.47,5.64,10.07,8.86,24.56,0.6,64.97,26.18,8.86,45.52616666666667,61.75525,31.7,True,True,surveyed,True
12/14,5.0,15.0,0.75,0.028,15.5,5.9,13.4,,13.0,1.75,0.01,0.26,15.0,2.0,440.0,5.6,,2014,,,,,,,,,,,,,,,,,,,,,45.52616666666667,61.75525,31.7,True,True,surveyed,True
12/14,18.0,28.0,0.65,0.042,9.0,8.7,19.7,,10.25,8.25,0.02,0.29,18.8,,430.0,47.6,,2014,,,,,,,,,,,,,,,,,,,,,45.52616666666667,61.75525,31.7,True,True,surveyed,True
12/14,32.0,42.0,0.44,0.028,9.1,9.4,21.4,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.52616666666667,61.75525,31.7,True,True,surveyed,True
12/14,80.0,90.0,,,,12.2,27.7,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.52616666666667,61.75525,31.7,True,True,surveyed,True
12А/12,0.0,5.0,1.5,0.13,6.9,6.1,,,10.0,26.5,1.12,0.96,38.6,37.0,2600.0,39.2,9.0,2012,10.67,0.032,0.005,3.795,3.167,0.49,0.343,2.68,0.167,10.54,17.68,44.55,14.44,0.83,11.96,27.23,3.04,28.22,59.81999999999999,11.96,46.02941666666666,60.77802777777778,32.0,True,True,surveyed,True
12А/12,5.0,15.0,1.04,0.1,6.2,7.1,,,10.5,13.5,0.73,0.7,25.4,14.0,1300.0,33.6,8.7,2012,,,,,,,,,,,,,,,,,,,,,46.02941666666666,60.77802777777778,32.0,True,True,surveyed,True
12А/12,18.0,28.0,0.8,0.08,5.5,6.2,,,9.5,18.25,1.21,0.83,29.8,11.0,1100.0,25.2,8.5,2012,,,,,,,,,,,,,,,,,,,,,46.02941666666666,60.77802777777778,32.0,True,True,surveyed,True
12А/12,33.0,43.0,,,,4.0,,,,,,,,,,,8.8,2012,,,,,,,,,,,,,,,,,,,,,46.02941666666666,60.77802777777778,32.0,True,True,surveyed,True
12А/12,50.0,60.0,,,,13.6,,,,,,,,,,,9.1,2012,,,,,,,,,,,,,,,,,,,,,46.02941666666666,60.77802777777778,32.0,True,True,surveyed,True
12А/12,80.0,90.0,,,,7.3,,,,,,,,,,,9.5,2012,,,,,,,,,,,,,,,,,,,,,46.02941666666666,60.77802777777778,32.0,True,True,surveyed,True
13/13,0.0,10.0,0.31,0.056,3.2,0.6,1.3,,19.0,2.25,0.71,0.19,22.2,12.0,310.0,19.6,8.0,2013,1.004,0.015,,0.004,0.69,0.276,0.006,0.007,0.006,41.43,36.08,4.58,5.0,1.25,11.66,17.91,3.94,77.50999999999999,10.83,11.66,46.1625,61.622305555555556,88.0,True,True,surveyed,True
13/13,20.0,30.0,0.24,0.028,5.0,,,,18.5,2.25,1.47,0.03,22.3,3.0,80.0,22.4,7.9,2013,,,,,,,,,,,,,,,,,,,,,46.1625,61.622305555555556,88.0,True,True,surveyed,True
13/13,40.0,50.0,0.21,0.014,8.7,,,14.9,15.3,2.0,2.85,0.03,20.1,3.0,370.0,14.0,7.5,2013,,,,,,,,,,,,,,,,,,,,,46.1625,61.622305555555556,88.0,True,True,surveyed,True
13/13,75.0,85.0,,,,,,1.0,,,,,,,,,7.8,2013,,,,,,,,,,,,,,,,,,,,,46.1625,61.622305555555556,88.0,True,True,surveyed,True
13/14,0.0,6.0,0.78,0.056,8.1,7.2,16.4,,11.0,6.25,0.57,0.3,18.1,,,,,2014,0.974,0.02,,0.221,0.425,0.114,0.041,0.136,0.017,0.34,37.44,27.48,7.68,15.35,11.72,34.75,1.0,37.78,50.51,11.72,,,,False,False,missing,False
13/14,7.0,17.0,0.54,0.028,11.2,9.5,21.6,,13.0,18.3,0.95,0.21,32.4,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,False,False,missing,False
13/14,20.0,30.0,0.41,0.042,5.7,8.8,20.0,,11.5,17.5,1.1,0.17,30.3,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,False,False,missing,False
13/14,30.0,40.0,,,,9.3,21.0,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,False,False,missing,False
13/14,90.0,100.0,,,,9.3,21.2,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,False,False,missing,False
13А/12,0.0,5.0,0.73,0.07,6.0,5.3,,,16.0,2.5,0.86,0.95,20.3,11.0,1020.0,36.4,8.6,2012,1.985,0.02,,0.168,1.209,0.294,0.089,0.167,0.038,11.95,23.96,33.08,9.92,14.06,7.03,31.01,3.26,35.91,57.06,7.03,46.01488888888889,60.739333333333335,30.0,True,True,surveyed,True
14/13,0.0,8.0,0.45,0.056,4.7,,,,3.5,2.5,0.99,0.44,7.4,33.0,360.0,25.2,8.4,2013,0.046,0.015,,0.001,0.016,0.003,0.002,0.004,0.005,24.06,62.22,3.63,3.63,1.21,5.24,10.09,0.84,86.28,8.469999999999999,5.24,46.209694444444445,61.62972222222222,78.0,True,True,surveyed,True
14/13,10.0,20.0,0.34,0.042,4.7,,,,3.75,2.25,0.84,0.39,7.2,33.0,360.0,22.4,8.7,2013,,,,,,,,,,,,,,,,,,,,,46.209694444444445,61.62972222222222,78.0,True,True,surveyed,True
14/13,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,46.209694444444445,61.62972222222222,78.0,True,True,surveyed,True
14/14,0.0,10.0,0.97,0.056,10.0,7.6,17.3,,10.25,6.5,0.33,0.2,17.3,22.0,200.0,8.4,,2014,0.891,0.017,,0.042,0.595,0.048,0.087,0.095,0.047,0.97,32.93,35.88,8.87,12.49,8.87,30.22,0.7,33.9,57.24,8.87,45.654805555555555,61.81705555555556,38.7,True,True,surveyed,True
14/14,10.0,20.0,0.78,0.042,10.8,7.9,17.9,,7.5,2.5,1.16,0.22,11.4,22.0,190.0,30.8,,2014,,,,,,,,,,,,,,,,,,,,,45.654805555555555,61.81705555555556,38.7,True,True,surveyed,True
14/14,22.0,32.0,0.51,0.028,10.6,8.1,18.4,,6.0,2.5,1.54,0.21,10.3,20.0,160.0,33.6,,2014,,,,,,,,,,,,,,,,,,,,,45.654805555555555,61.81705555555556,38.7,True,True,surveyed,True
14/14,40.0,50.0,0.49,0.042,6.8,8.4,19.2,,6.0,2.75,0.21,0.18,9.1,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.654805555555555,61.81705555555556,38.7,True,True,surveyed,True
14/14,80.0,90.0,,,,9.5,21.5,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.654805555555555,61.81705555555556,38.7,True,True,surveyed,True
14А/12,0.0,5.0,1.17,0.08,8.1,4.9,,,8.75,32.5,0.98,0.69,42.9,4.0,2200.0,30.8,9.0,2012,7.714,0.029,0.006,2.691,2.456,0.343,0.447,1.615,0.133,9.63,27.14,46.03,2.4,2.0,12.81,17.21,0.06,36.77,50.43,12.81,46.019416666666665,60.72980555555556,26.0,True,True,surveyed,True
14А/12,5.0,11.0,0.67,0.08,4.6,6.5,,,12.0,7.5,1.06,0.43,21.0,6.0,1000.0,28.0,8.7,2012,,,,,,,,,,,,,,,,,,,,,46.019416666666665,60.72980555555556,26.0,True,True,surveyed,True
14А/12,11.0,21.0,0.4,0.06,4.1,6.4,,,11.75,6.5,0.58,0.54,19.4,6.0,750.0,30.8,8.7,2012,,,,,,,,,,,,,,,,,,,,,46.019416666666665,60.72980555555556,26.0,True,True,surveyed,True
14А/12,21.0,30.0,1.04,0.06,,12.1,,,10.0,10.0,1.26,0.8,22.1,9.0,680.0,19.6,8.8,2012,,,,,,,,,,,,,,,,,,,,,46.019416666666665,60.72980555555556,26.0,True,True,surveyed,True
14А/12,70.0,80.0,,,,10.4,,,,,,,,,,,9.4,2012,,,,,,,,,,,,,,,,,,,,,46.019416666666665,60.72980555555556,26.0,True,True,surveyed,True
15/13,0.0,4.0,0.48,0.042,6.6,,,,4.5,2.5,0.91,0.3,8.2,20.0,260.0,19.6,8.6,2013,0.035,0.017,,0.001,0.007,0.004,0.001,0.003,0.002,16.18,64.82,6.87,4.85,2.83,4.45,12.13,1.08,81.0,14.549999999999999,4.45,46.24327777777778,61.75663888888889,101.0,True,True,surveyed,True
15/13,4.0,14.0,0.31,0.042,4.3,0.8,1.8,,4.5,2.5,0.69,0.27,8.0,4.0,280.0,19.6,8.8,2013,,,,,,,,,,,,,,,,,,,,,46.24327777777778,61.75663888888889,101.0,True,True,surveyed,True
15/13,18.0,28.0,0.27,0.056,2.8,2.1,4.7,,7.0,2.5,0.91,0.17,10.6,3.0,220.0,19.6,8.6,2013,,,,,,,,,,,,,,,,,,,,,46.24327777777778,61.75663888888889,101.0,True,True,surveyed,True
15/13,40.0,50.0,0.24,0.014,9.9,3.0,6.8,0.6,6.0,2.5,1.11,0.09,9.7,3.0,80.0,22.4,8.9,2013,,,,,,,,,,,,,,,,,,,,,46.24327777777778,61.75663888888889,101.0,True,True,surveyed,True
15/13,57.0,67.0,,,,3.2,7.3,0.7,,,,,,,,,9.2,2013,,,,,,,,,,,,,,,,,,,,,46.24327777777778,61.75663888888889,101.0,True,True,surveyed,True
15/14,0.0,7.0,0.93,0.042,12.8,7.3,16.6,,8.0,2.0,1.7,0.17,11.9,,,,,2014,2.038,0.029,,0.018,1.354,0.095,0.029,0.5,0.013,,,,,,,,,,,,,,,False,False,missing,False
15/14,7.0,17.0,0.46,0.014,19.1,7.3,16.7,,4.0,2.0,6.5,0.17,12.7,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,False,False,missing,False
15/14,25.0,35.0,0.45,0.014,18.6,7.4,16.9,,9.0,8.0,2.5,0.21,19.7,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,False,False,missing,False
15/14,45.0,55.0,,,,7.1,16.2,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,False,False,missing,False
15/14,100.0,110.0,,,,6.3,14.2,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,False,False,missing,False
15А/12,0.0,6.0,1.47,0.14,6.1,7.0,,,14.5,5.75,1.06,0.84,22.2,24.0,900.0,25.2,8.5,2012,1.779,0.017,,0.255,0.973,0.294,0.03,0.213,0.027,2.34,42.99,31.57,4.92,12.03,6.15,23.1,2.44,45.33,48.52,6.15,46.02136111111111,60.699194444444444,30.0,True,True,surveyed,True
15А/12,6.0,16.0,0.97,0.1,5.7,5.7,,,10.5,11.0,1.91,0.92,24.3,6.0,1000.0,19.6,8.7,2012,,,,,,,,,,,,,,,,,,,,,46.02136111111111,60.699194444444444,30.0,True,True,surveyed,True
15А/12,16.0,26.0,0.57,0.04,7.9,4.1,,,7.25,6.25,0.55,0.38,14.4,6.0,600.0,16.8,9.0,2012,,,,,,,,,,,,,,,,,,,,,46.02136111111111,60.699194444444444,30.0,True,True,surveyed,True
15А/12,35.0,45.0,,,,8.3,,,,,,,,,,,9.0,2012,,,,,,,,,,,,,,,,,,,,,46.02136111111111,60.699194444444444,30.0,True,True,surveyed,True
15А/12,75.0,85.0,,,,21.3,,,,,,,,,,,9.5,2012,,,,,,,,,,,,,,,,,,,,,46.02136111111111,60.699194444444444,30.0,True,True,surveyed,True
16/13,0.0,6.0,0.38,0.042,5.2,2.9,6.5,,4.5,2.25,1.38,0.25,8.4,21.0,360.0,22.4,9.3,2013,0.086,0.037,0.004,,0.024,0.004,0.001,0.018,0.002,22.41,55.65,2.1,16.0,1.41,2.43,19.84,1.22,78.06,19.51,2.43,46.24327777777778,61.75663888888889,101.0,True,True,surveyed,True
16/13,6.0,16.0,0.36,0.042,5.0,2.0,4.5,,4.8,3.0,5.87,0.08,13.7,10.0,220.0,22.4,8.6,2013,,,,,,,,,,,,,,,,,,,,,46.24327777777778,61.75663888888889,101.0,True,True,surveyed,True
16/13,20.0,30.0,0.34,0.042,4.7,1.6,3.6,,9.5,3.0,2.3,0.05,14.9,6.0,90.0,19.6,8.3,2013,,,,,,,,,,,,,,,,,,,,,46.24327777777778,61.75663888888889,101.0,True,True,surveyed,True
16/13,40.0,50.0,0.14,0.014,5.8,1.2,2.8,0.4,6.0,2.75,2.14,0.05,10.9,4.0,80.0,19.6,8.7,2013,,,,,,,,,,,,,,,,,,,,,46.24327777777778,61.75663888888889,101.0,True,True,surveyed,True
16/14,0.0,8.0,0.52,0.028,10.8,5.8,13.1,,3.0,1.75,0.25,0.35,5.4,,,,,2014,0.065,0.029,,,0.014,0.004,0.001,0.003,0.014,,,,,,,,,,,,45.693194444444444,61.8015,31.2,True,True,surveyed,True
16/14,8.0,18.0,1.1,0.056,11.4,5.4,12.3,,12.5,2.0,0.15,0.35,15.0,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.693194444444444,61.8015,31.2,True,True,surveyed,True
16/14,18.0,28.0,0.79,0.042,10.9,8.0,18.1,,13.5,2.25,0.04,0.7,16.5,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.693194444444444,61.8015,31.2,True,True,surveyed,True
16/14,40.0,50.0,0.43,0.028,8.9,5.4,12.3,,3.25,2.25,0.07,0.2,5.8,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.693194444444444,61.8015,31.2,True,True,surveyed,True
16/14,80.0,90.0,,,,8.8,20.1,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.693194444444444,61.8015,31.2,True,True,surveyed,True
16А/12,0.0,5.0,0.3,0.03,6.2,2.1,,,10.0,22.0,1.12,0.16,33.3,,870.0,14.0,9.2,2012,5.516,0.024,0.005,1.277,2.494,0.249,0.328,1.038,0.061,12.64,27.89,30.83,8.52,10.14,9.98,28.64,1.4,40.53,49.489999999999995,9.98,45.719722222222224,60.25405555555555,24.0,True,True,surveyed,True
16А/12,5.0,11.0,0.47,0.01,19.5,4.9,,,8.5,12.0,1.6,0.46,22.6,11.0,750.0,11.2,9.1,2012,,,,,,,,,,,,,,,,,,,,,45.719722222222224,60.25405555555555,24.0,True,True,surveyed,True
16А/12,11.0,20.0,0.27,0.03,5.6,7.6,,,4.0,17.3,0.73,0.46,22.4,7.0,750.0,14.0,9.2,2012,,,,,,,,,,,,,,,,,,,,,45.719722222222224,60.25405555555555,24.0,True,True,surveyed,True
16А/12,22.0,32.0,,,,7.93,,,,,,,,,,,9.0,2012,,,,,,,,,,,,,,,,,,,,,45.719722222222224,60.25405555555555,24.0,True,True,surveyed,True
16А/12,39.0,49.0,,,,6.84,,,,,,,,,,,8.9,2012,,,,,,,,,,,,,,,,,,,,,45.719722222222224,60.25405555555555,24.0,True,True,surveyed,True
17/13,0.0,5.0,0.55,0.056,5.7,1.6,3.7,,27.8,4.5,4.31,0.79,37.4,21.0,1300.0,16.8,8.5,2013,0.103,0.044,0.004,0.008,0.02,0.004,0.001,0.024,0.002,0.18,19.98,9.76,28.06,5.29,36.73,70.08,1.64,20.16,43.11,36.73,46.25958333333333,61.80172222222222,63.0,True,True,surveyed,True
17/13,7.0,17.0,0.48,0.056,5.0,1.6,3.7,,24.0,4.0,11.0,0.42,39.4,12.0,1000.0,19.6,8.8,2013,,,,,,,,,,,,,,,,,,,,,46.25958333333333,61.80172222222222,63.0,True,True,surveyed,True
17/13,25.0,35.0,0.55,0.028,11.4,1.8,4.1,0.8,19.5,3.25,12.2,0.33,35.3,12.0,950.0,22.4,8.4,2013,,,,,,,,,,,,,,,,,,,,,46.25958333333333,61.80172222222222,63.0,True,True,surveyed,True
17/13,50.0,60.0,0.41,0.014,17.0,1.6,3.7,0.5,16.0,2.25,17.3,0.23,35.8,12.0,830.0,19.6,8.3,2013,,,,,,,,,,,,,,,,,,,,,46.25958333333333,61.80172222222222,63.0,True,True,surveyed,True
17/13,70.0,80.0,,,,1.6,3.6,3.7,,,,,,,,,8.0,2013,,,,,,,,,,,,,,,,,,,,,46.25958333333333,61.80172222222222,63.0,True,True,surveyed,True
17/14,0.0,7.0,3.27,0.14,13.5,6.4,14.5,,15.5,3.5,0.2,0.47,19.7,,,,,2014,0.381,0.029,,0.006,0.235,0.057,0.017,0.02,0.017,,,,,,,,,,,,45.66752777777778,61.933527777777776,35.5,True,True,surveyed,True
17/14,10.0,20.0,1.03,0.042,14.2,4.3,9.7,,7.5,2.5,0.01,0.21,10.2,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.66752777777778,61.933527777777776,35.5,True,True,surveyed,True
17/14,25.0,35.0,1.29,0.07,10.7,8.5,19.3,,14.5,8.0,0.01,0.41,22.9,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.66752777777778,61.933527777777776,35.5,True,True,surveyed,True
17/14,45.0,55.0,1.02,0.056,10.6,8.5,19.3,,11.5,6.75,0.47,0.23,19.0,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.66752777777778,61.933527777777776,35.5,True,True,surveyed,True
17/14,90.0,100.0,,,,10.9,24.7,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.66752777777778,61.933527777777776,35.5,True,True,surveyed,True
17А/12,0.0,5.0,0.23,0.01,9.5,5.15,,,9.0,5.0,0.62,0.24,14.9,2.0,400.0,14.0,9.1,2012,4.681,0.022,0.002,0.221,2.94,0.294,0.03,1.153,0.021,2.32,43.75,30.29,10.37,5.39,7.88,23.65,3.58,46.07,46.05,7.88,45.72475,60.25933333333333,22.0,True,True,surveyed,True
17А/12,5.0,10.0,0.43,0.03,8.9,6.52,,,3.3,2.0,0.87,0.45,6.6,4.0,380.0,11.2,9.5,2012,,,,,,,,,,,,,,,,,,,,,45.72475,60.25933333333333,22.0,True,True,surveyed,True
17А/12,10.0,21.0,0.13,0.01,5.4,6.05,,,9.0,3.5,0.72,0.3,13.5,7.0,430.0,8.4,9.1,2012,,,,,,,,,,,,,,,,,,,,,45.72475,60.25933333333333,22.0,True,True,surveyed,True
18/14,0.0,8.0,2.69,0.14,11.1,3.0,6.7,,17.5,6.5,0.45,0.74,25.2,,,,,2014,1.825,0.032,,0.127,1.13,0.238,0.087,0.179,0.032,,,,,,,,,,,,45.69969444444444,61.59225,29.6,True,True,surveyed,True
18/14,8.0,18.0,1.79,0.098,10.6,3.2,7.4,,11.0,14.3,1.5,0.43,27.2,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.69969444444444,61.59225,29.6,True,True,surveyed,True
18/14,20.0,30.0,0.81,0.056,8.4,5.6,12.8,,7.5,20.3,2.7,0.22,30.7,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.69969444444444,61.59225,29.6,True,True,surveyed,True
18/14,30.0,40.0,0.79,0.056,8.2,7.3,16.6,,10.5,16.0,0.4,0.2,27.1,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.69969444444444,61.59225,29.6,True,True,surveyed,True
18/14,80.0,90.0,,,,9.8,22.4,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.69969444444444,61.59225,29.6,True,True,surveyed,True
18А/12,0.0,5.0,0.53,0.04,7.3,1.63,,,8.5,13.0,3.99,0.23,25.7,,720.0,25.2,8.9,2012,17.77,0.039,0.007,0.78,11.21,0.294,0.149,5.24,0.054,6.19,57.68,10.8,2.08,9.14,14.12,25.33,3.68,63.87,22.020000000000003,14.12,45.73072222222223,60.27125,23.0,True,True,surveyed,True
18А/12,7.0,17.0,0.8,0.04,11.0,5.83,,,8.0,19.5,2.77,0.9,31.2,7.0,1000.0,22.4,9.4,2012,,,,,,,,,,,,,,,,,,,,,45.73072222222223,60.27125,23.0,True,True,surveyed,True
18А/12,20.0,30.0,0.92,0.04,12.7,7.31,,,6.0,30.5,1.22,1.05,38.8,11.0,1400.0,14.0,8.9,2012,,,,,,,,,,,,,,,,,,,,,45.73072222222223,60.27125,23.0,True,True,surveyed,True
18А/12,34.0,44.0,,,,8.88,,,,,,,,,,,8.9,2012,,,,,,,,,,,,,,,,,,,,,45.73072222222223,60.27125,23.0,True,True,surveyed,True
18А/12,50.0,60.0,,,,8.54,,,,,,,,,,,8.9,2012,,,,,,,,,,,,,,,,,,,,,45.73072222222223,60.27125,23.0,True,True,surveyed,True
18А/12,80.0,90.0,,,,8.41,,,,,,,,,,,9.1,2012,,,,,,,,,,,,,,,,,,,,,45.73072222222223,60.27125,23.0,True,True,surveyed,True
19/13,0.0,5.0,0.38,0.042,5.2,1.3,2.9,,3.5,2.0,1.0,0.22,6.7,10.0,830.0,22.4,9.2,2013,0.06,0.024,0.001,0.001,0.018,0.006,0.002,0.006,0.003,11.91,67.17,6.84,7.24,1.61,5.23,14.08,0.58,79.08,15.69,5.23,46.3815,61.78086111111111,75.0,True,True,surveyed,True
19/13,5.0,14.0,0.21,0.028,4.4,1.7,3.8,,4.25,2.5,1.81,0.18,8.7,15.0,830.0,16.8,9.6,2013,,,,,,,,,,,,,,,,,,,,,46.3815,61.78086111111111,75.0,True,True,surveyed,True
19/13,17.0,27.0,0.38,0.028,7.9,1.5,3.4,,8.5,3.0,3.68,0.05,15.2,3.0,360.0,22.4,9.1,2013,,,,,,,,,,,,,,,,,,,,,46.3815,61.78086111111111,75.0,True,True,surveyed,True
19/13,31.0,41.0,0.27,0.014,11.2,0.8,1.8,0.6,6.0,2.25,8.42,0.03,16.7,6.0,170.0,19.6,8.9,2013,,,,,,,,,,,,,,,,,,,,,46.3815,61.78086111111111,75.0,True,True,surveyed,True
19/13,70.0,80.0,,,,0.7,1.6,0.8,,,,,,,,,8.2,2013,,,,,,,,,,,,,,,,,,,,,46.3815,61.78086111111111,75.0,True,True,surveyed,True
19/14,0.0,10.0,2.45,0.14,10.2,3.7,8.4,,13.5,10.8,0.09,0.31,24.7,194.0,330.0,47.6,,2014,0.558,0.027,,0.011,0.352,0.067,0.012,0.082,0.007,,,,,,,,,,,,45.684305555555554,61.61361111111111,29.0,True,True,surveyed,True
19/14,10.0,20.0,1.83,0.126,8.4,3.7,8.5,,13.0,3.0,0.2,0.39,16.6,97.0,430.0,53.2,,2014,,,,,,,,,,,,,,,,,,,,,45.684305555555554,61.61361111111111,29.0,True,True,surveyed,True
19/14,20.0,30.0,2.41,0.112,12.5,3.9,8.9,,13.0,4.25,0.1,0.39,17.7,73.0,470.0,42.0,,2014,,,,,,,,,,,,,,,,,,,,,45.684305555555554,61.61361111111111,29.0,True,True,surveyed,True
19/14,30.0,40.0,1.45,0.098,8.6,8.0,18.2,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.684305555555554,61.61361111111111,29.0,True,True,surveyed,True
19А/12,0.0,4.0,0.77,0.04,10.6,5.97,,,9.5,28.5,0.57,0.11,38.7,2.0,920.0,19.6,9.2,2012,7.769,0.027,0.007,1.829,3.471,0.49,0.417,1.468,0.067,15.6,6.17,57.75,7.37,6.55,6.55,20.48,2.34,21.77,71.67,6.55,45.71344444444445,60.293416666666666,20.0,True,True,surveyed,True
19А/12,4.0,10.0,0.63,0.04,8.7,4.4,,,10.5,14.25,1.35,0.19,26.3,,700.0,16.8,9.2,2012,,,,,,,,,,,,,,,,,,,,,45.71344444444445,60.293416666666666,20.0,True,True,surveyed,True
19А/12,10.0,20.0,0.77,0.06,8.0,8.48,,,9.25,22.5,0.74,0.66,33.2,4.0,1020.0,25.2,9.0,2012,,,,,,,,,,,,,,,,,,,,,45.71344444444445,60.293416666666666,20.0,True,True,surveyed,True
19А/12,22.0,32.0,0.37,0.03,7.7,11.86,,,7.25,12.0,0.62,0.36,20.2,2.0,700.0,30.8,9.4,2012,,,,,,,,,,,,,,,,,,,,,45.71344444444445,60.293416666666666,20.0,True,True,surveyed,True
19А/12,65.0,75.0,,,,9.43,,,,,,,,,,,8.8,2012,,,,,,,,,,,,,,,,,,,,,45.71344444444445,60.293416666666666,20.0,True,True,surveyed,True
1А/12,0.0,6.0,0.6,0.01,24.9,5.4,,,4.25,0.25,0.38,0.22,5.1,73.0,250.0,25.2,8.1,2012,0.093,0.032,,0.006,0.027,0.01,0.003,0.007,0.008,3.49,80.87,7.22,0.8,2.41,5.22,8.43,0.28,84.36,10.43,5.22,46.09297222222222,60.86783333333334,40.0,True,True,surveyed,True
1А/12,6.0,12.0,0.37,0.01,15.3,5.8,,,2.75,0.25,0.42,0.27,3.7,20.0,200.0,14.0,9.0,2012,,,,,,,,,,,,,,,,,,,,,46.09297222222222,60.86783333333334,40.0,True,True,surveyed,True
1А/12,15.0,25.0,0.43,0.03,8.9,9.1,,,5.75,2.25,0.81,0.55,9.4,6.0,470.0,16.8,8.7,2012,,,,,,,,,,,,,,,,,,,,,46.09297222222222,60.86783333333334,40.0,True,True,surveyed,True
1А/12,28.0,38.0,0.4,0.03,8.3,7.7,,,15.5,8.0,1.07,0.25,24.8,4.0,260.0,11.2,8.6,2012,,,,,,,,,,,,,,,,,,,,,46.09297222222222,60.86783333333334,40.0,True,True,surveyed,True
1А/12,70.0,80.0,,,,7.9,,,,,,,,,,,8.7,2012,,,,,,,,,,,,,,,,,,,,,46.09297222222222,60.86783333333334,40.0,True,True,surveyed,True
20/13,0.0,8.0,0.65,0.042,9.0,,,,3.75,2.0,0.95,0.26,7.0,32.0,120.0,25.2,8.6,2013,0.041,0.017,,0.001,0.011,0.004,0.001,0.004,0.003,40.27,47.24,1.21,5.24,2.02,4.03,11.29,0.76,87.51,8.47,4.03,46.367416666666664,61.686249999999994,70.0,True,True,surveyed,True
20/13,9.0,19.0,0.45,0.028,9.3,,,,3.75,2.0,0.98,0.37,7.1,12.0,230.0,22.4,8.8,2013,,,,,,,,,,,,,,,,,,,,,46.367416666666664,61.686249999999994,70.0,True,True,surveyed,True
20/13,25.0,35.0,0.41,0.028,8.5,1.4,3.1,0.4,3.75,2.0,0.84,0.19,6.8,10.0,370.0,19.6,9.3,2013,,,,,,,,,,,,,,,,,,,,,46.367416666666664,61.686249999999994,70.0,True,True,surveyed,True
20/13,45.0,55.0,0.24,0.056,2.5,1.3,3.0,0.5,4.0,2.25,1.11,0.18,7.5,6.0,250.0,16.8,8.9,2013,,,,,,,,,,,,,,,,,,,,,46.367416666666664,61.686249999999994,70.0,True,True,surveyed,True
