pit_id,depth_top_cm,depth_bottom_cm,humus_pct,n_total_pct,c_n_ratio,co2_pct,caco3_pct,caso4_pct,exch_ca,exch_mg,exch_na,exch_k,exch_sum,p2o5_mobile,k2o_mobile,n_hydrolyzable,ph_water,src_year,salt_sum_salts_pct,salt_alk_hco3_pct,salt_alk_co3_pct,salt_cl_pct,salt_so4_pct,salt_ca_pct,salt_mg_pct,salt_na_pct,salt_k_pct,sand_1_0p25,sand_0p25_0p05,silt_0p05_0p01,silt_0p01_0p005,silt_0p005_0p001,clay_lt0p001,physical_clay_lt0p01,hygroscopic_water_pct,sand_pct,silt_pct,clay_pct,lat_dd,lon_dd,elevation_m,in_aoi,has_coordinates,coord_provenance,georeferenced
20/13,80.0,90.0,,,,0.8,1.8,0.4,,,,,,,,,9.1,2013,,,,,,,,,,,,,,,,,,,,,46.367416666666664,61.686249999999994,70.0,True,True,surveyed,True
20А/12,0.0,5.0,0.67,0.04,9.3,2.99,,,10.25,19.0,1.88,0.19,31.3,,770.0,25.2,9.5,2012,8.054,0.039,0.014,1.235,4.307,0.392,0.417,1.605,0.059,12.65,65.75,4.89,3.67,8.97,4.08,16.71,1.84,78.4,17.53,4.08,45.70897222222222,60.316861111111116,20.0,True,True,surveyed,True
20А/12,5.0,11.0,0.4,0.04,5.5,3.7,,,14.0,1.5,1.16,0.18,16.8,,220.0,16.8,8.9,2012,,,,,,,,,,,,,,,,,,,,,45.70897222222222,60.316861111111116,20.0,True,True,surveyed,True
20А/12,12.0,22.0,1.17,0.04,16.2,15.4,,,9.5,3.0,1.72,0.54,14.8,,750.0,19.6,8.7,2012,,,,,,,,,,,,,,,,,,,,,45.70897222222222,60.316861111111116,20.0,True,True,surveyed,True
20А/12,27.0,37.0,,,,10.5,,,,,,,,,,,8.7,2012,,,,,,,,,,,,,,,,,,,,,45.70897222222222,60.316861111111116,20.0,True,True,surveyed,True
20А/12,90.0,100.0,,,,8.4,,,,,,,,,,,9.0,2012,,,,,,,,,,,,,,,,,,,,,45.70897222222222,60.316861111111116,20.0,True,True,surveyed,True
21/13,0.0,9.0,0.27,0.028,5.6,,,,2.0,2.0,0.96,0.12,5.1,29.0,170.0,22.4,8.4,2013,0.032,0.017,,,0.006,0.004,0.001,0.001,0.003,23.93,61.2,7.23,0.4,1.21,6.03,7.64,0.46,85.13,8.84,6.03,46.49675,61.62433333333333,62.0,True,True,surveyed,True
21/13,12.0,22.0,0.26,0.028,5.4,,,,2.0,2.0,0.96,0.24,5.2,30.0,210.0,19.6,8.6,2013,,,,,,,,,,,,,,,,,,,,,46.49675,61.62433333333333,62.0,True,True,surveyed,True
21/13,30.0,40.0,0.24,0.042,3.3,0.5,1.0,,2.5,1.75,1.0,0.34,5.6,21.0,300.0,22.4,8.9,2013,,,,,,,,,,,,,,,,,,,,,46.49675,61.62433333333333,62.0,True,True,surveyed,True
21/13,50.0,60.0,,,,0.4,1.0,,,,,,,,,,9.2,2013,,,,,,,,,,,,,,,,,,,,,46.49675,61.62433333333333,62.0,True,True,surveyed,True
21/13,80.0,90.0,,,,0.2,0.4,,,,,,,,,,9.0,2013,,,,,,,,,,,,,,,,,,,,,46.49675,61.62433333333333,62.0,True,True,surveyed,True
21/14,0.0,5.0,0.36,0.014,14.9,5.5,12.5,,4.0,1.5,0.22,0.17,5.9,22.0,400.0,19.6,,2014,0.043,0.02,0.002,,0.011,0.006,0.001,0.002,0.003,,,,,,,,,,,,45.63622222222222,61.61516666666667,32.6,True,True,surveyed,True
21/14,5.0,13.0,0.31,0.014,12.8,12.0,27.3,,4.0,1.5,0.18,0.23,5.9,2.0,300.0,11.2,,2014,,,,,,,,,,,,,,,,,,,,,45.63622222222222,61.61516666666667,32.6,True,True,surveyed,True
21/14,14.0,24.0,0.27,0.014,11.2,1.9,4.3,,4.5,1.75,0.18,0.28,6.7,,260.0,25.2,,2014,,,,,,,,,,,,,,,,,,,,,45.63622222222222,61.61516666666667,32.6,True,True,surveyed,True
21/14,26.0,36.0,0.26,0.014,10.8,1.5,3.5,,4.25,2.0,0.21,0.23,6.7,44.0,480.0,14.0,,2014,,,,,,,,,,,,,,,,,,,,,45.63622222222222,61.61516666666667,32.6,True,True,surveyed,True
21/14,90.0,100.0,,,,0.6,1.3,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.63622222222222,61.61516666666667,32.6,True,True,surveyed,True
22А/12,0.0,3.0,0.43,0.03,8.9,18.2,,,12.0,2.75,1.28,0.83,16.9,2.0,180.0,19.6,8.5,2012,1.235,0.012,,0.022,0.844,0.294,0.03,0.022,0.011,6.24,63.39,9.72,4.56,4.46,11.75,20.76,1.24,69.63,18.740000000000002,11.75,45.697694444444444,60.42080555555555,25.0,True,True,surveyed,True
22А/12,5.0,12.0,1.14,0.06,11.8,19.5,,,10.5,4.5,1.52,0.06,16.6,4.0,450.0,22.4,8.6,2012,,,,,,,,,,,,,,,,,,,,,45.697694444444444,60.42080555555555,25.0,True,True,surveyed,True
22А/12,16.0,26.0,0.7,0.07,5.8,22.0,,,6.0,3.25,3.71,0.6,13.6,7.0,280.0,19.6,8.9,2012,,,,,,,,,,,,,,,,,,,,,45.697694444444444,60.42080555555555,25.0,True,True,surveyed,True
22А/12,31.0,41.0,,,,15.2,,,,,,,,,,,9.1,2012,,,,,,,,,,,,,,,,,,,,,45.697694444444444,60.42080555555555,25.0,True,True,surveyed,True
22А/12,70.0,80.0,,,,10.0,,,,,,,,,,,8.9,2012,,,,,,,,,,,,,,,,,,,,,45.697694444444444,60.42080555555555,25.0,True,True,surveyed,True
23/14,0.0,7.0,1.34,0.084,9.3,6.9,15.8,,8.0,2.0,0.25,0.49,10.7,14.0,560.0,39.2,,2014,0.073,0.041,0.002,0.001,0.009,0.006,0.001,0.007,0.008,,,,,,,,,,,,45.60194444444445,61.563027777777776,27.4,True,True,surveyed,True
23/14,7.0,17.0,1.24,0.07,10.3,7.0,15.8,,7.75,2.25,0.27,0.41,10.7,2.0,340.0,42.0,,2014,,,,,,,,,,,,,,,,,,,,,45.60194444444445,61.563027777777776,27.4,True,True,surveyed,True
23А/12,0.0,7.0,0.2,0.06,2.1,6.1,,,10.0,6.5,0.42,0.11,17.0,6.0,480.0,19.6,8.7,2012,2.027,0.015,,0.2,1.186,0.319,0.045,0.237,0.025,0.96,42.87,28.5,5.29,6.92,15.47,27.68,1.74,43.83,40.71,15.47,45.77761111111111,60.464555555555556,28.0,True,True,surveyed,True
23А/12,7.0,13.0,0.17,0.04,2.3,7.4,,,9.0,3.5,1.2,0.39,14.1,2.0,500.0,11.2,9.1,2012,,,,,,,,,,,,,,,,,,,,,45.77761111111111,60.464555555555556,28.0,True,True,surveyed,True
23А/12,14.0,24.0,0.13,0.06,1.3,7.5,,,7.0,1.0,1.72,0.7,10.4,2.0,400.0,8.4,9.0,2012,,,,,,,,,,,,,,,,,,,,,45.77761111111111,60.464555555555556,28.0,True,True,surveyed,True
23А/12,29.0,39.0,0.47,0.04,6.5,9.4,,,6.5,12.0,1.25,0.16,19.9,2.0,660.0,19.6,9.0,2012,,,,,,,,,,,,,,,,,,,,,45.77761111111111,60.464555555555556,28.0,True,True,surveyed,True
23А/12,48.0,58.0,,,,8.1,,,,,,,,,,,8.9,2012,,,,,,,,,,,,,,,,,,,,,45.77761111111111,60.464555555555556,28.0,True,True,surveyed,True
23А/12,75.0,85.0,,,,7.9,,,,,,,,,,,9.2,2012,,,,,,,,,,,,,,,,,,,,,45.77761111111111,60.464555555555556,28.0,True,True,surveyed,True
24/13,0.0,5.0,1.0,0.084,6.9,,,,4.5,2.25,1.36,0.92,9.0,45.0,1200.0,30.8,8.8,2013,0.087,0.039,,0.001,0.019,0.005,0.001,0.01,0.012,18.76,51.3,9.57,9.98,1.66,8.73,20.38,3.44,70.06,21.21,8.73,46.37130555555556,61.57161111111112,66.0,True,True,surveyed,True
24/13,6.0,16.0,0.31,0.042,4.3,2.4,5.3,,5.5,2.0,1.07,0.25,8.8,15.0,530.0,25.2,8.2,2013,,,,,,,,,,,,,,,,,,,,,46.37130555555556,61.57161111111112,66.0,True,True,surveyed,True
24/13,18.0,28.0,0.52,0.042,7.2,,,,11.5,2.5,2.32,0.11,16.4,3.0,390.0,22.4,9.0,2013,,,,,,,,,,,,,,,,,,,,,46.37130555555556,61.57161111111112,66.0,True,True,surveyed,True
24/13,35.0,45.0,0.38,0.028,7.9,0.9,2.1,0.7,13.0,5.75,5.42,0.05,24.2,3.0,170.0,22.4,8.9,2013,,,,,,,,,,,,,,,,,,,,,46.37130555555556,61.57161111111112,66.0,True,True,surveyed,True
24/13,60.0,70.0,,,,,,15.2,,,,,,,,,6.3,2013,,,,,,,,,,,,,,,,,,,,,46.37130555555556,61.57161111111112,66.0,True,True,surveyed,True
24/14,0.0,10.0,1.02,0.084,7.0,5.8,13.3,,7.25,2.25,0.27,0.65,10.4,14.0,500.0,30.8,,2014,0.143,0.02,,,0.075,0.014,0.003,0.008,0.023,,,,,,,,,,,,45.60194444444445,61.56366975961089,,True,True,recovered_offset,True
24/14,12.0,22.0,0.96,0.056,9.9,5.4,12.3,,6.75,2.25,0.29,0.47,9.8,2.0,200.0,33.6,,2014,,,,,,,,,,,,,,,,,,,,,45.60194444444445,61.56366975961089,,True,True,recovered_offset,True
24/14,27.0,37.0,0.69,0.028,14.3,5.0,11.3,,6.75,1.5,0.21,0.23,8.7,2.0,200.0,28.0,,2014,,,,,,,,,,,,,,,,,,,,,45.60194444444445,61.56366975961089,,True,True,recovered_offset,True
24/14,50.0,60.0,,,,4.3,9.7,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.60194444444445,61.56366975961089,,True,True,recovered_offset,True
24/14,100.0,110.0,,,,9.3,21.2,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.60194444444445,61.56366975961089,,True,True,recovered_offset,True
24А/12,0.0,4.0,0.83,0.06,8.6,4.1,,,10.5,16.5,0.98,1.06,29.0,,1400.0,22.4,9.1,2012,7.701,0.024,0.005,1.463,3.701,0.49,0.209,1.713,0.101,12.34,15.19,14.98,8.5,13.36,35.63,57.49,1.2,27.53,36.84,35.63,45.78938888888889,60.4445,27.0,True,True,surveyed,True
24А/12,4.0,14.0,1.07,0.07,8.9,10.2,,,7.5,10.0,1.01,0.95,19.5,2.0,1000.0,25.2,9.0,2012,,,,,,,,,,,,,,,,,,,,,45.78938888888889,60.4445,27.0,True,True,surveyed,True
24А/12,18.0,28.0,0.94,0.07,7.8,10.1,,,7.0,15.5,2.32,0.89,25.7,2.0,950.0,14.0,9.0,2012,,,,,,,,,,,,,,,,,,,,,45.78938888888889,60.4445,27.0,True,True,surveyed,True
24А/12,36.0,46.0,,,,7.2,,,,,,,,,,,8.9,2012,,,,,,,,,,,,,,,,,,,,,45.78938888888889,60.4445,27.0,True,True,surveyed,True
24А/12,75.0,85.0,,,,7.9,,,,,,,,,,,9.1,2012,,,,,,,,,,,,,,,,,,,,,45.78938888888889,60.4445,27.0,True,True,surveyed,True
25/13,0.0,5.0,0.45,0.037,7.1,,,,2.25,2.0,1.02,0.17,5.4,20.0,170.0,16.8,8.6,2013,0.046,0.02,,,0.013,0.008,0.001,0.001,0.003,40.41,47.1,1.21,1.21,5.64,4.44,11.28,0.82,87.50999999999999,8.059999999999999,4.44,46.321472222222226,61.490972222222226,55.0,True,True,surveyed,True
25/13,7.0,17.0,0.31,0.018,10.0,,,,2.5,2.5,1.04,0.17,6.2,6.0,190.0,11.2,8.8,2013,,,,,,,,,,,,,,,,,,,,,46.321472222222226,61.490972222222226,55.0,True,True,surveyed,True
25/13,30.0,40.0,0.14,0.018,4.5,1.2,2.8,,1.75,2.5,0.95,0.11,5.3,3.0,160.0,14.0,9.1,2013,,,,,,,,,,,,,,,,,,,,,46.321472222222226,61.490972222222226,55.0,True,True,surveyed,True
25/13,55.0,65.0,,,,0.8,1.8,,,,,,,,,,8.8,2013,,,,,,,,,,,,,,,,,,,,,46.321472222222226,61.490972222222226,55.0,True,True,surveyed,True
25/13,90.0,100.0,,,,0.5,1.1,,,,,,,,,,8.9,2013,,,,,,,,,,,,,,,,,,,,,46.321472222222226,61.490972222222226,55.0,True,True,surveyed,True
25/14,0.0,7.0,0.48,0.028,9.9,6.0,13.7,,3.75,1.5,0.2,0.2,5.7,40.0,530.0,5.6,,2014,0.04,0.017,,0.001,0.01,0.004,0.001,0.003,0.004,,,,,,,,,,,,,,,False,False,missing,False
25/14,7.0,14.0,0.93,0.056,9.6,7.4,16.9,,11.25,2.5,0.08,0.42,14.3,,240.0,30.8,,2014,,,,,,,,,,,,,,,,,,,,,,,,False,False,missing,False
25/14,14.0,23.0,0.86,0.056,8.9,9.3,21.1,,10.5,7.75,0.8,0.2,19.3,,230.0,33.6,,2014,,,,,,,,,,,,,,,,,,,,,,,,False,False,missing,False
25/14,30.0,40.0,0.79,0.042,10.9,9.5,21.7,,12.0,15.0,0.7,0.18,27.9,,170.0,22.4,,2014,,,,,,,,,,,,,,,,,,,,,,,,False,False,missing,False
25/14,70.0,80.0,,,,9.1,20.6,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,False,False,missing,False
26/13,0.0,4.0,0.52,0.07,4.3,0.8,1.8,,2.75,2.75,1.51,0.35,7.4,42.0,500.0,25.2,9.3,2013,0.094,0.041,0.004,0.006,0.019,0.004,0.001,0.02,0.003,21.85,48.84,4.0,17.15,3.27,4.9,25.32,2.04,70.69,24.419999999999998,4.9,46.225861111111115,61.39,32.0,True,True,surveyed,True
26/13,4.0,14.0,0.34,0.056,3.5,0.5,1.1,,4.0,2.25,5.42,0.16,11.8,33.0,620.0,22.4,9.8,2013,,,,,,,,,,,,,,,,,,,,,46.225861111111115,61.39,32.0,True,True,surveyed,True
26/13,14.0,22.0,0.27,0.042,3.7,0.6,1.3,,2.5,2.25,5.21,0.15,10.1,29.0,280.0,25.2,9.5,2013,,,,,,,,,,,,,,,,,,,,,46.225861111111115,61.39,32.0,True,True,surveyed,True
26/13,22.0,31.0,0.24,0.042,3.3,1.2,2.7,,2.0,2.5,3.81,0.12,8.4,29.0,150.0,28.0,9.4,2013,,,,,,,,,,,,,,,,,,,,,46.225861111111115,61.39,32.0,True,True,surveyed,True
26/13,31.0,41.0,0.21,0.028,4.4,4.2,9.6,2.0,8.0,6.5,3.63,0.04,18.2,33.0,340.0,28.0,8.5,2013,,,,,,,,,,,,,,,,,,,,,46.225861111111115,61.39,32.0,True,True,surveyed,True
26/13,65.0,75.0,,,,1.9,4.3,1.2,,,,,,,,,7.2,2013,,,,,,,,,,,,,,,,,,,,,46.225861111111115,61.39,32.0,True,True,surveyed,True
27/13,0.0,5.0,0.62,0.056,6.4,0.6,1.5,,2.5,3.5,0.77,0.27,7.0,42.0,270.0,19.6,8.7,2013,0.043,0.027,,0.003,0.001,0.006,0.001,0.002,0.003,18.49,60.04,13.37,5.67,0.81,1.62,8.1,1.26,78.53,19.849999999999998,1.62,46.225861111111115,61.39,32.0,True,True,surveyed,True
27/13,10.0,20.0,0.41,0.042,5.7,0.9,2.1,,2.5,3.0,0.75,0.3,6.6,29.0,290.0,28.0,8.9,2013,,,,,,,,,,,,,,,,,,,,,46.225861111111115,61.39,32.0,True,True,surveyed,True
27/13,28.0,38.0,0.38,0.028,7.9,2.5,5.6,0.8,3.25,3.0,0.86,0.35,7.5,20.0,540.0,25.2,9.1,2013,,,,,,,,,,,,,,,,,,,,,46.225861111111115,61.39,32.0,True,True,surveyed,True
27/13,50.0,60.0,0.34,0.028,7.0,2.8,6.3,0.7,8.0,2.5,1.49,0.21,12.2,29.0,500.0,25.2,8.4,2013,,,,,,,,,,,,,,,,,,,,,46.225861111111115,61.39,32.0,True,True,surveyed,True
27/13,70.0,80.0,,,,1.8,4.1,1.0,,,,,,,,,8.0,2013,,,,,,,,,,,,,,,,,,,,,46.225861111111115,61.39,32.0,True,True,surveyed,True
28/13,0.0,10.0,0.27,0.028,5.6,,,,2.75,2.0,0.71,0.14,5.6,35.0,120.0,25.2,8.6,2013,0.049,0.022,,,0.014,0.008,0.002,0.001,0.002,46.93,48.64,2.01,0.4,0.81,1.21,2.42,0.84,95.57,3.2199999999999998,1.21,46.21738888888889,61.27475,40.0,True,True,surveyed,True
28/13,13.0,23.0,0.55,0.028,11.4,0.6,1.3,,3.25,2.5,0.66,0.21,6.6,29.0,250.0,22.4,8.7,2013,,,,,,,,,,,,,,,,,,,,,46.21738888888889,61.27475,40.0,True,True,surveyed,True
28/13,30.0,40.0,0.17,0.014,7.0,,,2.5,8.0,5.5,0.44,0.06,14.0,20.0,220.0,22.4,8.0,2013,,,,,,,,,,,,,,,,,,,,,46.21738888888889,61.27475,40.0,True,True,surveyed,True
28/13,55.0,65.0,0.1,0.028,2.1,1.4,3.1,1.0,5.75,2.75,0.69,0.28,9.5,20.0,540.0,19.6,8.5,2013,,,,,,,,,,,,,,,,,,,,,46.21738888888889,61.27475,40.0,True,True,surveyed,True
28/13,90.0,100.0,,,,0.9,2.0,0.5,,,,,,,,,9.0,2013,,,,,,,,,,,,,,,,,,,,,46.21738888888889,61.27475,40.0,True,True,surveyed,True
28/14,0.0,8.0,2.03,0.126,9.3,6.8,15.5,,11.25,2.5,4.2,0.43,18.4,,,,,2014,2.635,0.032,,0.089,1.719,0.19,0.087,0.5,0.018,,,,,,,,,,,,45.79738888888889,61.70741666666667,32.4,True,True,surveyed,True
28/14,8.0,18.0,1.21,0.098,7.2,9.0,20.4,,5.5,7.5,6.3,0.5,19.8,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.79738888888889,61.70741666666667,32.4,True,True,surveyed,True
28/14,20.0,30.0,0.86,0.042,11.9,9.8,22.3,,8.5,20.5,2.7,0.2,31.9,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.79738888888889,61.70741666666667,32.4,True,True,surveyed,True
28/14,31.0,41.0,,,,9.4,21.4,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.79738888888889,61.70741666666667,32.4,True,True,surveyed,True
28/14,80.0,90.0,,,,8.9,20.2,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.79738888888889,61.70741666666667,32.4,True,True,surveyed,True
29/13,0.0,4.0,0.34,0.042,4.7,,,,1.75,1.5,1.03,0.18,4.5,42.0,190.0,22.4,8.7,2013,0.042,0.022,,,0.008,0.006,0.001,0.001,0.004,40.46,44.28,7.23,6.02,0.4,1.61,8.03,0.4,84.74000000000001,13.65,1.61,46.176249999999996,61.25863888888889,47.0,True,True,surveyed,True
29/13,6.0,16.0,0.21,0.042,2.9,,,,1.75,1.75,0.85,0.16,4.5,24.0,150.0,19.6,9.0,2013,,,,,,,,,,,,,,,,,,,,,46.176249999999996,61.25863888888889,47.0,True,True,surveyed,True
29/13,28.0,38.0,0.27,0.028,5.6,1.8,4.0,,3.25,1.75,0.96,0.15,6.1,24.0,190.0,19.6,8.9,2013,,,,,,,,,,,,,,,,,,,,,46.176249999999996,61.25863888888889,47.0,True,True,surveyed,True
29/13,55.0,65.0,,,,1.9,4.4,,,,,,,,,,8.8,2013,,,,,,,,,,,,,,,,,,,,,46.176249999999996,61.25863888888889,47.0,True,True,surveyed,True
29/13,85.0,95.0,,,,1.1,2.6,,,,,,,,,,8.9,2013,,,,,,,,,,,,,,,,,,,,,46.176249999999996,61.25863888888889,47.0,True,True,surveyed,True
29/14,0.0,8.0,1.1,0.042,15.2,4.6,10.5,,14.25,5.75,18.3,0.18,38.5,,,,,2014,3.759,0.012,,0.838,1.656,0.286,0.058,0.895,0.014,,,,,,,,,,,,45.72175,61.706583333333334,33.3,True,True,surveyed,True
29/14,9.0,19.0,0.71,0.028,14.7,7.8,17.7,,3.5,3.25,0.8,0.18,7.7,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.72175,61.706583333333334,33.3,True,True,surveyed,True
29/14,20.0,30.0,,,,8.0,18.2,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.72175,61.706583333333334,33.3,True,True,surveyed,True
29/14,30.0,40.0,,,,8.2,18.7,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.72175,61.706583333333334,33.3,True,True,surveyed,True
29/14,100.0,110.0,,,,7.5,17.1,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.72175,61.706583333333334,33.3,True,True,surveyed,True
2А/12,0.0,6.0,1.14,0.11,5.9,7.4,,,19.25,1.5,0.38,0.27,21.4,200.0,370.0,44.8,8.2,2012,0.549,0.027,,0.007,0.355,0.123,0.013,0.011,0.013,3.17,58.06,12.92,7.27,8.08,10.5,25.54,0.96,61.230000000000004,28.269999999999996,10.5,46.08372222222223,60.86691666666667,40.0,True,True,surveyed,True
2А/12,6.0,16.0,0.1,0.03,2.1,5.1,,,12.75,0.25,0.32,0.2,13.5,7.0,200.0,39.2,8.5,2012,,,,,,,,,,,,,,,,,,,,,46.08372222222223,60.86691666666667,40.0,True,True,surveyed,True
2А/12,18.0,28.0,0.63,0.06,6.5,8.3,,,5.75,10.25,0.99,0.63,17.6,6.0,570.0,25.2,8.7,2012,,,,,,,,,,,,,,,,,,,,,46.08372222222223,60.86691666666667,40.0,True,True,surveyed,True
2А/12,35.0,45.0,,,,8.8,,,,,,,,,,,8.8,2012,,,,,,,,,,,,,,,,,,,,,46.08372222222223,60.86691666666667,40.0,True,True,surveyed,True
2А/12,55.0,65.0,,,,7.5,,,,,,,,,,,8.6,2012,,,,,,,,,,,,,,,,,,,,,46.08372222222223,60.86691666666667,40.0,True,True,surveyed,True
2А/12,90.0,100.0,,,,9.3,,,,,,,,,,,8.6,2012,,,,,,,,,,,,,,,,,,,,,46.08372222222223,60.86691666666667,40.0,True,True,surveyed,True
30/13,0.0,2.0,0.65,0.042,9.0,,,,3.25,2.75,0.94,0.16,7.1,40.0,160.0,28.0,8.5,2013,0.051,0.022,,,0.015,0.008,0.002,0.001,0.003,29.78,61.34,0.4,3.23,0.81,4.44,8.47,0.82,91.12,4.4399999999999995,4.44,46.08377777777778,61.16363888888889,60.0,True,True,surveyed,True
30/13,2.0,6.0,0.38,0.042,5.2,0.5,1.2,,3.25,2.0,0.57,0.18,6.0,29.0,160.0,19.6,8.9,2013,,,,,,,,,,,,,,,,,,,,,46.08377777777778,61.16363888888889,60.0,True,True,surveyed,True
30/13,7.0,17.0,0.17,0.028,3.5,,,,2.75,2.25,1.03,0.16,6.2,33.0,160.0,22.4,8.9,2013,,,,,,,,,,,,,,,,,,,,,46.08377777777778,61.16363888888889,60.0,True,True,surveyed,True
30/13,20.0,30.0,0.21,0.014,8.7,1.2,2.7,,3.0,2.0,0.94,0.17,6.1,15.0,190.0,16.8,8.9,2013,,,,,,,,,,,,,,,,,,,,,46.08377777777778,61.16363888888889,60.0,True,True,surveyed,True
30/13,45.0,55.0,0.14,0.014,5.8,2.2,5.0,0.6,3.75,2.0,0.18,0.14,6.1,29.0,140.0,22.4,8.9,2013,,,,,,,,,,,,,,,,,,,,,46.08377777777778,61.16363888888889,60.0,True,True,surveyed,True
30/13,80.0,90.0,,,,1.2,2.7,0.5,,,,,,,,,8.7,2013,,,,,,,,,,,,,,,,,,,,,46.08377777777778,61.16363888888889,60.0,True,True,surveyed,True
30/14,0.0,10.0,5.23,0.308,9.8,7.0,15.8,,19.5,9.0,0.19,0.46,29.2,,,,,2014,0.742,0.027,,0.042,0.461,0.095,0.041,0.065,0.011,,,,,,,,,,,,45.831611111111116,61.717777777777776,24.7,True,True,surveyed,True
30/14,10.0,20.0,3.45,0.182,11.0,6.4,14.5,,17.0,9.0,0.31,0.36,26.7,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.831611111111116,61.717777777777776,24.7,True,True,surveyed,True
30/14,24.0,34.0,,,,9.4,21.3,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.831611111111116,61.717777777777776,24.7,True,True,surveyed,True
30/14,70.0,80.0,,,,9.7,22.1,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.831611111111116,61.717777777777776,24.7,True,True,surveyed,True
32/14,0.0,6.0,0.21,0.014,8.7,0.3,0.7,,3.5,1.5,0.28,0.14,5.4,,,,,2014,0.041,0.015,,0.001,0.013,0.006,0.001,0.002,0.003,,,,,,,,,,,,45.78322222222222,61.82222222222222,31.8,True,True,surveyed,True
32/14,6.0,16.0,0.52,0.014,21.5,0.6,1.5,,2.5,2.25,0.21,0.18,5.1,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.78322222222222,61.82222222222222,31.8,True,True,surveyed,True
32/14,18.0,28.0,0.24,0.014,9.9,1.7,4.0,,4.0,2.25,0.36,0.24,6.9,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.78322222222222,61.82222222222222,31.8,True,True,surveyed,True
32/14,32.0,42.0,,,,2.9,6.5,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.78322222222222,61.82222222222222,31.8,True,True,surveyed,True
32/14,100.0,110.0,,,,0.9,2.0,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.78322222222222,61.82222222222222,31.8,True,True,surveyed,True
33/14,0.0,2.0,1.83,0.154,6.9,4.3,9.8,,10.0,3.25,8.7,0.37,22.3,,,,,2014,2.926,0.041,0.002,0.008,1.964,0.19,0.029,0.68,0.014,,,,,,,,,,,,45.81388888888888,61.847972222222225,26.8,True,True,surveyed,True
33/14,2.0,8.0,2.03,0.154,7.6,3.5,7.8,,9.25,2.5,14.3,0.36,26.4,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.81388888888888,61.847972222222225,26.8,True,True,surveyed,True
33/14,9.0,19.0,1.58,0.098,9.4,3.9,8.9,,10.0,5.5,6.9,0.38,22.8,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.81388888888888,61.847972222222225,26.8,True,True,surveyed,True
33/14,25.0,35.0,,,,8.4,19.2,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.81388888888888,61.847972222222225,26.8,True,True,surveyed,True
33/14,45.0,55.0,,,,5.9,13.5,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.81388888888888,61.847972222222225,26.8,True,True,surveyed,True
33/14,90.0,100.0,,,,8.9,20.2,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.81388888888888,61.847972222222225,26.8,True,True,surveyed,True
34/14,0.0,10.0,3.43,0.126,15.8,1.6,3.7,,17.0,6.75,0.21,0.5,24.5,47.0,230.0,39.2,,2014,0.657,0.027,,0.039,0.398,0.086,0.029,0.065,0.013,,,,,,,,,,,,45.80422222222222,61.93469444444444,28.8,True,True,surveyed,True
34/14,10.0,20.0,2.17,0.126,10.0,1.7,3.8,,16.5,4.5,0.24,0.38,21.6,40.0,370.0,30.8,,2014,,,,,,,,,,,,,,,,,,,,,45.80422222222222,61.93469444444444,28.8,True,True,surveyed,True
34/14,20.0,30.0,1.65,0.098,9.8,1.7,3.9,,16.0,5.5,0.55,0.27,22.3,33.0,280.0,33.6,,2014,,,,,,,,,,,,,,,,,,,,,45.80422222222222,61.93469444444444,28.8,True,True,surveyed,True
34/14,40.0,50.0,0.76,0.028,15.7,3.8,8.6,,6.0,2.75,0.25,0.11,9.1,7.0,120.0,25.2,,2014,,,,,,,,,,,,,,,,,,,,,45.80422222222222,61.93469444444444,28.8,True,True,surveyed,True
34/14,100.0,110.0,,,,8.1,18.4,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.80422222222222,61.93469444444444,28.8,True,True,surveyed,True
